,release_month,pl_nnotes,pl_controv_flag,elat,elon,glat,cb_flag,glon,ra,dec,ttv_flag,sy_pnum,sy_snum,release_year,pl_ndispec,pl_ntranspec,pl_nespec,st_nspec,st_nrvc,st_nphot,disc_year,sy_vmag,sy_tmag,sy_jmag,sy_hmag,sy_kmag,sy_pmra,sy_pmdec,sy_pm,sy_gaiamag,sy_bmag,st_rad,sy_dist,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_plx,st_teff,pl_orbper,sy_kepmag,st_mass,soltype_Kepler Project Candidate (q1_q12_koi),soltype_Kepler Project Candidate (q1_q16_koi),soltype_Kepler Project Candidate (q1_q17_dr24_koi),soltype_Kepler Project Candidate (q1_q17_dr25_koi),soltype_Kepler Project Candidate (q1_q8_koi),soltype_Published Candidate,soltype_Published Confirmed,disc_telescope_0.10 m Schmidt Telescope,disc_telescope_0.18 m Takahashi Epsilon Astrograph,disc_telescope_0.95 m Kepler Telescope,disc_telescope_Canon 200mm f/1.8L,disc_telescope_Canon 400mm f/2.8L,discoverymethod_Orbital Brightness Modulation,discoverymethod_Transit,discoverymethod_Transit Timing Variations,disc_instrument_2K CCD Sensor,disc_instrument_Apogee 4K CCD Sensor,disc_instrument_FLI ProLine 4K CCD Sensor,disc_instrument_Kepler CCD Array,disc_instrument_iKon-L CCD Camera,disc_facility_HATNet,disc_facility_HATSouth,disc_facility_K2,disc_facility_Kepler,disc_facility_Qatar,disc_facility_SuperWASP,disc_facility_SuperWASP-South,disc_facility_TrES,disc_locale_Ground,disc_locale_Space
4595,3,1,0,-5.61351,345.59024,-62.23886,0,64.21591,348.9490311,-10.8497391,0,6,1,2021,0,0,0,0,0,0,2017.0,12.246,11.5018,10.756,10.384,10.305,-1.018,-10.5219,10.5710313,12.0252,13.063,0.839,202.585,10.274,10.332,10.279,8.84,4.90795,5283.0,3.56015,12.069,0.916,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4599,1,1,0,-5.61351,345.59024,-62.23886,0,64.21591,348.9490311,-10.8497391,0,6,1,2018,0,0,0,0,0,0,2017.0,12.246,11.5018,10.756,10.384,10.305,-1.018,-10.5219,10.5710313,12.0252,13.063,0.86,202.585,10.274,10.332,10.279,8.84,4.90795,5378.0,5.40478,12.069,0.93,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4600,3,1,0,-5.61351,345.59024,-62.23886,0,64.21591,348.9490311,-10.8497391,0,6,1,2021,0,0,0,0,0,0,2017.0,12.246,11.5018,10.756,10.384,10.305,-1.018,-10.5219,10.5710313,12.0252,13.063,0.839,202.585,10.274,10.332,10.279,8.84,4.90795,5283.0,5.40484,12.069,0.916,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4602,1,1,0,-5.61351,345.59024,-62.23886,0,64.21591,348.9490311,-10.8497391,0,6,1,2018,0,0,0,0,0,0,2017.0,12.246,11.5018,10.756,10.384,10.305,-1.018,-10.5219,10.5710313,12.0252,13.063,0.86,202.585,10.274,10.332,10.279,8.84,4.90795,5378.0,8.26144,12.069,0.93,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4604,3,1,0,-5.61351,345.59024,-62.23886,0,64.21591,348.9490311,-10.8497391,0,6,1,2021,0,0,0,0,0,0,2017.0,12.246,11.5018,10.756,10.384,10.305,-1.018,-10.5219,10.5710313,12.0252,13.063,0.839,202.585,10.274,10.332,10.279,8.84,4.90795,5283.0,8.26147,12.069,0.916,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4608,3,1,0,-5.61351,345.59024,-62.23886,0,64.21591,348.9490311,-10.8497391,0,6,1,2021,0,0,0,0,0,0,2017.0,12.246,11.5018,10.756,10.384,10.305,-1.018,-10.5219,10.5710313,12.0252,13.063,0.839,202.585,10.274,10.332,10.279,8.84,4.90795,5283.0,12.75758,12.069,0.916,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4609,1,1,0,-5.61351,345.59024,-62.23886,0,64.21591,348.9490311,-10.8497391,0,6,1,2018,0,0,0,0,0,0,2017.0,12.246,11.5018,10.756,10.384,10.305,-1.018,-10.5219,10.5710313,12.0252,13.063,0.86,202.585,10.274,10.332,10.279,8.84,4.90795,5378.0,12.75759,12.069,0.93,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4610,3,1,0,-5.61351,345.59024,-62.23886,0,64.21591,348.9490311,-10.8497391,0,6,1,2021,0,0,0,0,0,0,2021.0,12.246,11.5018,10.756,10.384,10.305,-1.018,-10.5219,10.5710313,12.0252,13.063,0.839,202.585,10.274,10.332,10.279,8.84,4.90795,5283.0,41.96645,12.069,0.916,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4615,12,1,0,4.33438,288.15959,-13.40289,0,19.45003,289.066707,-17.9107147,0,1,1,2017,0,0,0,0,0,0,2017.0,11.652,10.9139,10.177,9.768,9.66,37.2813,-10.4721,38.7241554,11.4626,12.434,0.862,153.856,9.604,9.677,9.566,8.242,6.47101,5340.0,28.38236,11.47,0.919,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4617,2,1,0,4.33438,288.15959,-13.40289,0,19.45003,289.066707,-17.9107147,0,1,1,2018,0,0,0,0,0,0,2017.0,11.652,10.9139,10.177,9.768,9.66,37.2813,-10.4721,38.7241554,11.4626,12.434,0.872288,153.856,9.604,9.677,9.566,8.242,6.47101,5425.0,28.382071,11.47,0.948628,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4618,10,0,0,1.60747,177.18175,61.66737,0,270.39884,178.0568745,2.5941222,0,1,1,2017,0,0,0,0,0,0,2015.0,15.78,14.611,13.416,12.772,12.611,-39.2368,-25.6464,46.8749859,15.5348,17.783,0.623332,364.048,12.53,12.569,11.907,8.967,2.71943,3970.42,8.368791,15.547,0.623433,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4619,7,0,0,1.60747,177.18175,61.66737,0,270.39884,178.0568745,2.5941222,0,1,1,2016,0,0,0,0,0,0,2015.0,15.78,14.611,13.416,12.772,12.611,-39.2368,-25.6464,46.8749859,15.5348,17.783,0.386,364.048,12.53,12.569,11.907,8.967,2.71943,3866.0,8.36926,15.547,0.433,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4624,2,1,0,-5.60176,191.26225,52.97976,0,295.18424,188.1373172,-9.6076115,0,1,1,2018,0,0,0,0,0,0,2017.0,12.727,12.0213,11.421,11.068,10.995,-6.83111,6.10652,9.1626225,12.4814,13.349,1.047599,347.917,10.985,11.03,10.891,8.898,2.84731,5637.0,6.569213,12.483,1.017113,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4626,3,1,0,-5.60176,191.26225,52.97976,0,295.18424,188.1373172,-9.6076115,0,1,1,2022,0,0,0,0,0,0,2017.0,12.727,12.0213,11.421,11.068,10.995,-6.83111,6.10652,9.1626225,12.4814,13.349,0.99,347.917,10.985,11.03,10.891,8.898,2.84731,5705.0,6.56918,12.483,1.0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4628,1,1,0,-5.60176,191.26225,52.97976,0,295.18424,188.1373172,-9.6076115,0,1,1,2018,0,0,0,0,0,0,2017.0,12.727,12.0213,11.421,11.068,10.995,-6.83111,6.10652,9.1626225,12.4814,13.349,0.987,347.917,10.985,11.03,10.891,8.898,2.84731,5654.0,6.5693,12.483,1.005,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4629,1,0,0,2.50692,351.18323,-56.5953,0,80.19878,350.9170464,-1.1891827,0,2,1,2018,0,0,0,0,0,0,2018.0,11.454,10.0298,9.086,8.524,8.401,116.168,25.3584,118.9035436,10.7217,12.139,0.681,61.8736,8.311,8.391,8.311,7.93,16.1332,4599.0,0.2803244,10.619,0.708,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4630,8,0,0,2.50692,351.18323,-56.5953,0,80.19878,350.9170464,-1.1891827,0,2,1,2019,0,0,0,0,0,0,2018.0,11.454,10.0298,9.086,8.524,8.401,116.168,25.3584,118.9035436,10.7217,12.139,0.6862,61.8736,8.311,8.391,8.311,7.93,16.1332,4599.0,0.28,10.619,0.706,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4632,1,0,0,2.50692,351.18323,-56.5953,0,80.19878,350.9170464,-1.1891827,0,2,1,2018,0,0,0,0,0,0,2018.0,11.454,10.0298,9.086,8.524,8.401,116.168,25.3584,118.9035436,10.7217,12.139,0.674,61.8736,8.311,8.391,8.311,7.93,16.1332,4373.0,0.2803226,10.619,0.662,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4634,1,1,0,2.50692,351.18323,-56.5953,0,80.19878,350.9170464,-1.1891827,0,2,1,2018,0,0,0,0,0,0,2018.0,11.454,10.0298,9.086,8.524,8.401,116.168,25.3584,118.9035436,10.7217,12.139,0.681,61.8736,8.311,8.391,8.311,7.93,16.1332,4599.0,7.7485,10.619,0.708,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4636,10,0,0,0.70247,127.42763,32.21884,0,206.52797,130.0266951,19.0923416,1,2,1,2018,0,0,0,0,0,0,2018.0,16.7,13.7247,12.183,11.605,11.37,-15.9167,-129.02,129.9980836,14.9834,17.873,0.33,79.3002,11.175,11.03,10.98,8.451,12.5821,3398.0,2.644661,15.031,0.33,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4637,2,0,0,0.70247,127.42763,32.21884,0,206.52797,130.0266951,19.0923416,1,2,1,2018,0,0,0,0,0,0,2018.0,16.7,13.7247,12.183,11.605,11.37,-15.9167,-129.02,129.9980836,14.9834,17.873,0.35,79.3002,11.175,11.03,10.98,8.451,12.5821,3385.0,2.644646,15.031,0.358,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4638,7,0,0,0.70247,127.42763,32.21884,0,206.52797,130.0266951,19.0923416,1,2,1,2021,0,0,0,0,0,0,2018.0,16.7,13.7247,12.183,11.605,11.37,-15.9167,-129.02,129.9980836,14.9834,17.873,0.35,79.3002,11.175,11.03,10.98,8.451,12.5821,3385.0,2.6698,15.031,0.358,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4644,12,0,0,0.70247,127.42763,32.21884,0,206.52797,130.0266951,19.0923416,1,2,1,2017,0,0,0,0,0,0,2018.0,16.7,13.7247,12.183,11.605,11.37,-15.9167,-129.02,129.9980836,14.9834,17.873,0.325729,79.3002,11.175,11.03,10.98,8.451,12.5821,3359.0,2.64484,15.031,0.306161,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4645,7,1,0,0.70247,127.42763,32.21884,0,206.52797,130.0266951,19.0923416,1,2,1,2021,0,0,0,0,0,0,2019.0,16.7,13.7247,12.183,11.605,11.37,-15.9167,-129.02,129.9980836,14.9834,17.873,0.35,79.3002,11.175,11.03,10.98,8.451,12.5821,3385.0,3.9663,15.031,0.358,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4650,2,0,0,-6.77638,290.94958,-21.497,0,10.94419,293.8330329,-28.498475,0,1,1,2018,0,0,0,0,0,0,2018.0,14.044,12.1427,10.835,10.186,9.997,-31.4257,-147.533,150.8428345,13.1913,15.483,0.554,90.5494,9.882,9.874,9.665,7.894,11.0149,3672.0,0.961917,13.355,0.583,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4660,7,0,0,3.15223,176.56963,63.14101,0,268.74194,178.1105741,4.2546649,0,1,1,2016,0,0,0,0,0,0,2015.0,14.758,13.8622,13.067,12.555,12.495,-49.1714,-21.2889,53.5821224,14.4237,15.49,0.78,493.992,12.462,12.499,11.846,8.853,1.9959,5314.0,11.8097,14.403,0.81,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4666,2,1,0,1.24627,21.39753,-52.84098,0,133.49358,19.3047733,9.5012663,0,1,2,2018,0,0,0,0,0,0,2018.0,14.175,12.2448,10.93,10.335,10.117,55.3851,-29.0105,62.5229431,13.3119,15.639,0.429,69.4798,9.967,9.877,9.843,8.766,14.3638,3585.0,3.835592,13.384,0.44,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4669,2,0,0,-4.69671,183.81556,55.30041,0,283.04022,181.6324078,-5.8274311,0,1,1,2018,0,0,0,0,0,0,2018.0,13.728,12.1016,10.956,10.277,10.096,-92.8537,-4.52496,92.9638901,13.0383,15.098,0.631,108.449,10.016,10.039,9.99,8.581,9.19214,3940.0,32.6527,13.114,0.654,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4671,2,0,0,3.3687,182.68791,63.43666,0,282.34972,183.8088709,2.0208765,0,1,1,2018,0,0,0,0,0,0,2018.0,14.96,13.2766,12.023,11.391,11.207,-75.2591,-16.0984,76.9616178,14.2706,16.437,0.495,143.125,11.101,11.046,11.019,8.689,6.95835,3720.0,7.51554,14.331,0.512,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4672,2,0,0,1.11365,189.31634,59.97066,0,295.2137,189.0015173,-2.6696217,0,2,1,2018,0,0,0,0,0,0,2018.0,13.861,12.3813,11.219,10.519,10.368,0.750321,-34.5675,34.5756423,13.3173,15.435,0.649,129.356,10.284,10.354,10.15,8.114,7.70175,3978.0,3.67635,13.351,0.672,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4675,2,0,0,1.11365,189.31634,59.97066,0,295.2137,189.0015173,-2.6696217,0,2,1,2018,0,0,0,0,0,0,2018.0,13.861,12.3813,11.219,10.519,10.368,0.750321,-34.5675,34.5756423,13.3173,15.435,0.649,129.356,10.284,10.354,10.15,8.114,7.70175,3978.0,7.95478,13.351,0.672,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4676,2,0,0,-0.16969,67.24824,-19.71256,0,174.74941,65.469614,21.3532633,0,3,1,2018,0,0,0,0,0,0,2018.0,12.773,11.4529,10.274,9.686,9.496,200.606,-76.7629,214.7913175,12.2528,14.073,0.526,72.7998,9.435,9.404,9.343,8.317,13.7077,3919.0,6.34365,12.656,0.54,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4679,2,0,0,-0.16969,67.24824,-19.71256,0,174.74941,65.469614,21.3532633,0,3,1,2018,0,0,0,0,0,0,2018.0,12.773,11.4529,10.274,9.686,9.496,200.606,-76.7629,214.7913175,12.2528,14.073,0.526,72.7998,9.435,9.404,9.343,8.317,13.7077,3919.0,13.85402,12.656,0.54,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4682,2,0,0,-0.16969,67.24824,-19.71256,0,174.74941,65.469614,21.3532633,0,3,1,2018,0,0,0,0,0,0,2018.0,12.773,11.4529,10.274,9.686,9.496,200.606,-76.7629,214.7913175,12.2528,14.073,0.526,72.7998,9.435,9.404,9.343,8.317,13.7077,3919.0,40.6835,12.656,0.54,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4684,3,0,0,-4.70162,184.97893,55.16088,0,285.05869,182.699673,-6.2943552,0,1,1,2022,0,0,0,0,0,0,2018.0,13.4,12.2048,11.139,10.572,10.391,-122.825,-33.5853,127.3340214,12.9484,14.637,0.66,150.21,10.35,10.408,10.256,8.608,6.6289,4597.0,0.81314,12.947,0.66,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4686,2,0,0,-4.70162,184.97893,55.16088,0,285.05869,182.699673,-6.2943552,0,1,1,2018,0,0,0,0,0,0,2018.0,13.4,12.2048,11.139,10.572,10.391,-122.825,-33.5853,127.3340214,12.9484,14.637,0.615543,150.21,10.35,10.408,10.256,8.608,6.6289,4460.0,0.813149,12.947,0.642263,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4687,2,0,0,-3.81511,185.73645,55.93047,0,286.60409,183.7514959,-5.7820178,0,3,1,2018,0,0,0,0,0,0,2018.0,12.942,12.1305,11.398,11.023,10.98,36.7222,-7.65041,37.5106484,12.6419,13.609,0.875749,298.373,10.919,10.962,11.105,9.057,3.32357,5456.0,0.365257,12.604,0.939509,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4692,2,1,0,-5.27212,182.22325,54.85278,0,280.19801,179.9397081,-5.7216879,0,2,1,2018,0,0,0,0,0,0,2018.0,11.774,11.1171,10.432,10.051,9.974,-62.5163,6.5567,62.8591925,11.6134,12.337,0.892097,197.299,9.949,10.007,9.949,8.856,5.0403,5489.0,10.062106,11.678,0.932757,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4696,2,0,0,-3.07001,181.918,57.06838,0,279.87299,180.5408896,-3.5809053,0,1,1,2018,0,0,0,0,0,0,2018.0,11.995,11.1353,10.462,10.072,9.978,-1.36163,-26.508,26.5429482,11.6397,12.571,0.829915,170.998,9.947,9.993,10.033,8.378,5.81967,5419.0,12.421078,11.729,0.8857,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4697,7,2,0,2.23585,173.68916,61.77713,0,262.91176,175.0972238,4.5574311,0,3,1,2016,0,0,0,0,0,0,2015.0,14.668,13.6771,12.764,12.207,12.087,-6.3773,21.6459,22.5657914,14.3234,15.662,0.67,334.967,12.061,12.098,12.341,8.995,2.95691,4800.0,7.61856,14.298,0.69,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4698,7,2,0,2.23585,173.68916,61.77713,0,262.91176,175.0972238,4.5574311,0,3,1,2015,0,0,0,0,0,0,2015.0,14.668,13.6771,12.764,12.207,12.087,-6.3773,21.6459,22.5657914,14.3234,15.662,0.64,334.967,12.061,12.098,12.341,8.995,2.95691,4761.0,7.62067,14.298,0.67,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4702,7,2,0,2.23585,173.68916,61.77713,0,262.91176,175.0972238,4.5574311,0,3,1,2016,0,0,0,0,0,0,2015.0,14.668,13.6771,12.764,12.207,12.087,-6.3773,21.6459,22.5657914,14.3234,15.662,0.67,334.967,12.061,12.098,12.341,8.995,2.95691,4800.0,19.077,14.298,0.69,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4706,7,2,0,2.23585,173.68916,61.77713,0,262.91176,175.0972238,4.5574311,0,3,1,2015,0,0,0,0,0,0,2015.0,14.668,13.6771,12.764,12.207,12.087,-6.3773,21.6459,22.5657914,14.3234,15.662,0.64,334.967,12.061,12.098,12.341,8.995,2.95691,4761.0,19.07536,14.298,0.67,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4709,2,1,0,1.37748,185.97964,61.0068,0,288.7508,186.0383865,-1.111479,0,1,1,2018,0,0,0,0,0,0,2018.0,12.278,11.3314,10.517,9.904,9.898,-63.1682,-30.235,70.0312553,11.9662,13.31,0.725626,124.433,9.753,9.819,9.701,8.609,8.00776,4885.0,9.457747,11.961,0.776634,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4720,2,0,0,4.15639,183.85124,64.0901,0,285.15815,185.1880932,2.2823788,0,2,1,2018,0,0,0,0,0,0,2018.0,12.081,11.549,10.952,10.715,10.637,-47.365,-14.8821,49.6479619,11.9456,12.64,1.196219,476.882,10.615,10.666,10.647,8.375,2.06877,5922.0,8.527219,11.964,1.072665,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4722,2,0,0,-7.66126,331.69655,-55.41212,0,40.459,336.5761233,-18.011665,0,1,1,2018,0,0,0,0,0,1,2018.0,8.24,7.7275,7.202,6.974,6.887,73.6062,-114.505,136.1222528,8.103581,8.770001,1.829853,80.8994,6.81,6.866,6.906,6.917,12.3328,5908.0,9.977481,8.22,1.016265,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4724,2,0,0,-7.66126,331.69655,-55.41212,0,40.459,336.5761233,-18.011665,0,1,1,2022,0,0,0,0,0,1,2018.0,8.24,7.7275,7.202,6.974,6.887,73.6062,-114.505,136.1222528,8.103581,8.770001,1.46,80.8994,6.81,6.866,6.906,6.917,12.3328,6141.0,9.97857,8.22,1.337,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4726,8,0,0,-7.66126,331.69655,-55.41212,0,40.459,336.5761233,-18.011665,0,1,1,2022,0,0,0,0,0,1,2018.0,8.24,7.7275,7.202,6.974,6.887,73.6062,-114.505,136.1222528,8.103581,8.770001,1.499,80.8994,6.81,6.866,6.906,6.917,12.3328,5908.0,9.9785275,8.22,1.02,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4727,4,0,0,-7.66126,331.69655,-55.41212,0,40.459,336.5761233,-18.011665,0,1,1,2023,0,0,0,0,0,1,2018.0,8.24,7.7275,7.202,6.974,6.887,73.6062,-114.505,136.1222528,8.103581,8.770001,1.494,80.8994,6.81,6.866,6.906,6.917,12.3328,6011.0,9.97748,8.22,1.01,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4728,2,0,0,-4.90552,329.19967,-51.71337,0,40.91076,333.1100738,-16.3418863,0,2,1,2018,0,0,0,0,0,0,2018.0,12.365,11.6244,10.957,10.589,10.549,36.7977,-29.673,47.271108,12.0976,12.973,0.874211,243.935,10.512,10.551,10.422,8.716,4.07235,5554.0,15.853989,12.105,0.906739,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4736,2,0,0,5.21796,175.90769,65.10211,0,266.61925,178.3296746,6.4123178,0,1,1,2018,0,0,0,0,0,0,2015.0,13.411,12.2066,11.076,10.436,10.308,-24.0956,15.3214,28.5542158,13.0023,14.811,0.600869,125.106,10.216,10.264,10.122,8.658,7.96463,4382.0,17.969079,12.997,0.624878,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4737,7,0,0,5.21796,175.90769,65.10211,0,266.61925,178.3296746,6.4123178,0,1,1,2016,0,0,0,0,0,0,2015.0,13.411,12.2066,11.076,10.436,10.308,-24.0956,15.3214,28.5542158,13.0023,14.811,0.478,125.106,10.216,10.264,10.122,8.658,7.96463,4102.0,17.9654,12.997,0.532,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4739,10,0,0,5.21796,175.90769,65.10211,0,266.61925,178.3296746,6.4123178,0,1,1,2017,0,0,0,0,0,0,2015.0,13.411,12.2066,11.076,10.436,10.308,-24.0956,15.3214,28.5542158,13.0023,14.811,0.626014,125.106,10.216,10.264,10.122,8.658,7.96463,4118.41,17.969029,12.997,0.657836,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4760,2,1,0,-4.2976,61.99037,-26.34917,0,175.58217,60.7929729,16.347166,0,1,1,2018,0,0,0,0,0,0,2018.0,12.456,11.2723,10.231,9.649,9.496,31.8453,-62.191,69.8701912,12.0082,13.657,0.63908,99.9293,9.436,9.507,9.362001,8.935,9.9783,4500.0,19.562743,12.034,0.668401,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4761,12,1,0,-4.2976,61.99037,-26.34917,0,175.58217,60.7929729,16.347166,0,1,1,2017,0,0,0,0,0,0,2018.0,12.456,11.2723,10.231,9.649,9.496,31.8453,-62.191,69.8701912,12.0082,13.657,0.758892,99.9293,9.436,9.507,9.362001,8.935,9.9783,4246.81,19.56325,12.034,0.66,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4777,7,2,0,4.01942,170.16732,62.57509,0,254.63265,172.560141,7.5878315,0,2,1,2016,0,8,0,0,0,0,2015.0,13.477,11.2373,9.763,9.135,8.899,-80.3765,-133.142,155.5222618,12.4154,14.991,0.4,38.0266,8.769,8.668,8.552,8.587,26.2686,3496.0,32.9418,12.473,0.42,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4778,11,2,0,4.01942,170.16732,62.57509,0,254.63265,172.560141,7.5878315,0,2,1,2016,0,8,0,0,0,0,2015.0,13.477,11.2373,9.763,9.135,8.899,-80.3765,-133.142,155.5222618,12.4154,14.991,0.411,38.0266,8.769,8.668,8.552,8.587,26.2686,3457.0,32.939614,12.473,0.359,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4779,7,2,0,4.01942,170.16732,62.57509,0,254.63265,172.560141,7.5878315,0,2,1,2015,0,8,0,0,0,0,2015.0,13.477,11.2373,9.763,9.135,8.899,-80.3765,-133.142,155.5222618,12.4154,14.991,0.394,38.0266,8.769,8.668,8.552,8.587,26.2686,3503.0,32.94488,12.473,0.413,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
