,release_month,pl_nnotes,pl_controv_flag,elat,elon,glat,cb_flag,glon,ra,dec,ttv_flag,sy_pnum,sy_snum,release_year,pl_ndispec,pl_ntranspec,pl_nespec,st_nspec,st_nrvc,st_nphot,disc_year,sy_vmag,sy_tmag,sy_jmag,sy_hmag,sy_kmag,sy_pmra,sy_pmdec,sy_pm,sy_gaiamag,sy_bmag,st_rad,sy_dist,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_plx,st_teff,pl_orbper,sy_kepmag,st_mass,soltype_Kepler Project Candidate (q1_q12_koi),soltype_Kepler Project Candidate (q1_q16_koi),soltype_Kepler Project Candidate (q1_q17_dr24_koi),soltype_Kepler Project Candidate (q1_q17_dr25_koi),soltype_Kepler Project Candidate (q1_q8_koi),soltype_Published Candidate,soltype_Published Confirmed,disc_telescope_0.10 m Schmidt Telescope,disc_telescope_0.18 m Takahashi Epsilon Astrograph,disc_telescope_0.95 m Kepler Telescope,disc_telescope_Canon 200mm f/1.8L,disc_telescope_Canon 400mm f/2.8L,discoverymethod_Orbital Brightness Modulation,discoverymethod_Transit,discoverymethod_Transit Timing Variations,disc_instrument_2K CCD Sensor,disc_instrument_Apogee 4K CCD Sensor,disc_instrument_FLI ProLine 4K CCD Sensor,disc_instrument_Kepler CCD Array,disc_instrument_iKon-L CCD Camera,disc_facility_HATNet,disc_facility_HATSouth,disc_facility_K2,disc_facility_Kepler,disc_facility_Qatar,disc_facility_SuperWASP,disc_facility_SuperWASP-South,disc_facility_TrES,disc_locale_Ground,disc_locale_Space
21053,11,1,0,69.88365,322.62878,13.28087,0,83.99267,295.8161668,51.1217249,0,2,1,2014,0,0,0,0,0,0,2014.0,15.565,14.8318,14.179,13.799,13.765,0.879671,0.934578,1.2834551,15.3201,16.171,0.931,1349.13,13.778,13.915,13.086,9.086,0.712777,5841.0,4.431242593,15.367,1.047,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21054,8,1,0,69.88365,322.62878,13.28087,0,83.99267,295.8161668,51.1217249,0,2,1,2015,0,0,0,0,0,0,2014.0,15.565,14.8318,14.179,13.799,13.765,0.879671,0.934578,1.2834551,15.3201,16.171,0.931,1349.13,13.778,13.915,13.086,9.086,0.712777,5841.0,4.431242593,15.367,1.047,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21059,11,1,0,69.88365,322.62878,13.28087,0,83.99267,295.8161668,51.1217249,0,2,1,2014,0,0,0,0,0,0,2014.0,15.565,14.8318,14.179,13.799,13.765,0.879671,0.934578,1.2834551,15.3201,16.171,0.931,1349.13,13.778,13.915,13.086,9.086,0.712777,5841.0,11.37938071,15.367,1.047,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21060,10,1,0,69.88365,322.62878,13.28087,0,83.99267,295.8161668,51.1217249,0,2,1,2013,0,0,0,0,0,0,2014.0,15.565,14.8318,14.179,13.799,13.765,0.879671,0.934578,1.2834551,15.3201,16.171,0.88,1349.13,13.778,13.915,13.086,9.086,0.712777,5774.0,11.379344,15.367,0.964,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21064,11,1,0,69.88365,322.62878,13.28087,0,83.99267,295.8161668,51.1217249,0,2,1,2014,0,0,0,0,0,0,2014.0,15.565,14.8318,14.179,13.799,13.765,0.879671,0.934578,1.2834551,15.3201,16.171,0.931,1349.13,13.778,13.915,13.086,9.086,0.712777,5841.0,11.37938071,15.367,1.047,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21065,8,1,0,69.88365,322.62878,13.28087,0,83.99267,295.8161668,51.1217249,0,2,1,2015,0,0,0,0,0,0,2014.0,15.565,14.8318,14.179,13.799,13.765,0.879671,0.934578,1.2834551,15.3201,16.171,0.931,1349.13,13.778,13.915,13.086,9.086,0.712777,5841.0,11.37938071,15.367,1.047,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21067,5,1,0,69.88365,322.62878,13.28087,0,83.99267,295.8161668,51.1217249,0,2,1,2016,0,0,0,0,0,0,2014.0,15.565,14.8318,14.179,13.799,13.765,0.879671,0.934578,1.2834551,15.3201,16.171,0.95,1349.13,13.778,13.915,13.086,9.086,0.712777,5654.0,11.37938071,15.367,0.97,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21068,5,1,0,69.88365,322.62878,13.28087,0,83.99267,295.8161668,51.1217249,0,2,1,2017,0,0,0,0,0,0,2014.0,15.565,14.8318,14.179,13.799,13.765,0.879671,0.934578,1.2834551,15.3201,16.171,1.015,1349.13,13.778,13.915,13.086,9.086,0.712777,5714.0,11.37936986,15.367,1.007,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21069,11,1,0,69.87858,323.78397,13.06442,0,84.33493,296.3665054,51.3194548,0,2,1,2014,0,0,0,0,0,0,2014.0,15.477,14.7703,14.006,13.555,13.453,3.98372,-10.8811,11.5874226,15.3263,16.354,0.788,856.417,13.43,13.5,12.975,9.488,1.1393,5354.0,8.47237844,15.339,0.884,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21070,5,1,0,69.87858,323.78397,13.06442,0,84.33493,296.3665054,51.3194548,0,2,1,2016,0,0,0,0,0,0,2014.0,15.477,14.7703,14.006,13.555,13.453,3.98372,-10.8811,11.5874226,15.3263,16.354,0.8,856.417,13.43,13.5,12.975,9.488,1.1393,5261.0,8.47237844,15.339,0.84,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21074,11,1,0,69.87858,323.78397,13.06442,0,84.33493,296.3665054,51.3194548,0,2,1,2014,0,0,0,0,0,0,2014.0,15.477,14.7703,14.006,13.555,13.453,3.98372,-10.8811,11.5874226,15.3263,16.354,0.788,856.417,13.43,13.5,12.975,9.488,1.1393,5354.0,8.47237844,15.339,0.884,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21075,10,1,0,69.87858,323.78397,13.06442,0,84.33493,296.3665054,51.3194548,0,2,1,2013,0,0,0,0,0,0,2014.0,15.477,14.7703,14.006,13.555,13.453,3.98372,-10.8811,11.5874226,15.3263,16.354,0.751,856.417,13.43,13.5,12.975,9.488,1.1393,5331.0,8.472396,15.339,0.855,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21077,8,1,0,69.87858,323.78397,13.06442,0,84.33493,296.3665054,51.3194548,0,2,1,2015,0,0,0,0,0,0,2014.0,15.477,14.7703,14.006,13.555,13.453,3.98372,-10.8811,11.5874226,15.3263,16.354,0.788,856.417,13.43,13.5,12.975,9.488,1.1393,5354.0,8.47237844,15.339,0.884,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21078,5,1,0,69.87858,323.78397,13.06442,0,84.33493,296.3665054,51.3194548,0,2,1,2017,0,0,0,0,0,0,2014.0,15.477,14.7703,14.006,13.555,13.453,3.98372,-10.8811,11.5874226,15.3263,16.354,0.788,856.417,13.43,13.5,12.975,9.488,1.1393,5354.0,8.47237911,15.339,0.884,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21080,5,1,0,69.87858,323.78397,13.06442,0,84.33493,296.3665054,51.3194548,1,2,1,2017,0,0,0,0,0,0,2014.0,15.477,14.7703,14.006,13.555,13.453,3.98372,-10.8811,11.5874226,15.3263,16.354,0.788,856.417,13.43,13.5,12.975,9.488,1.1393,5354.0,60.4189369,15.339,0.884,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21081,11,1,0,69.87858,323.78397,13.06442,0,84.33493,296.3665054,51.3194548,1,2,1,2014,0,0,0,0,0,0,2014.0,15.477,14.7703,14.006,13.555,13.453,3.98372,-10.8811,11.5874226,15.3263,16.354,0.788,856.417,13.43,13.5,12.975,9.488,1.1393,5354.0,60.4186137,15.339,0.884,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21082,11,1,0,69.87858,323.78397,13.06442,0,84.33493,296.3665054,51.3194548,1,2,1,2014,0,0,0,0,0,0,2014.0,15.477,14.7703,14.006,13.555,13.453,3.98372,-10.8811,11.5874226,15.3263,16.354,0.788,856.417,13.43,13.5,12.975,9.488,1.1393,5354.0,60.4186137,15.339,0.884,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21088,5,1,0,69.87858,323.78397,13.06442,0,84.33493,296.3665054,51.3194548,1,2,1,2016,0,0,0,0,0,0,2014.0,15.477,14.7703,14.006,13.555,13.453,3.98372,-10.8811,11.5874226,15.3263,16.354,0.8,856.417,13.43,13.5,12.975,9.488,1.1393,5261.0,60.4186137,15.339,0.84,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21089,10,1,0,69.87858,323.78397,13.06442,0,84.33493,296.3665054,51.3194548,1,2,1,2013,0,0,0,0,0,0,2014.0,15.477,14.7703,14.006,13.555,13.453,3.98372,-10.8811,11.5874226,15.3263,16.354,0.751,856.417,13.43,13.5,12.975,9.488,1.1393,5331.0,60.41916,15.339,0.855,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21090,8,1,0,69.87858,323.78397,13.06442,0,84.33493,296.3665054,51.3194548,1,2,1,2015,0,0,0,0,0,0,2014.0,15.477,14.7703,14.006,13.555,13.453,3.98372,-10.8811,11.5874226,15.3263,16.354,0.788,856.417,13.43,13.5,12.975,9.488,1.1393,5354.0,60.4186137,15.339,0.884,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21091,8,1,0,59.36558,304.5209,10.2143,0,71.12598,291.6535379,38.4946597,0,2,1,2015,0,0,0,0,0,0,2014.0,15.747,15.0376,14.387,14.104,14.065,2.6312,2.31076,3.5018317,15.5014,15.914,1.064,1733.1,14.077,14.159,12.844,8.875,0.549145,6167.0,2.711502579,15.541,1.149,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21093,11,1,0,59.36558,304.5209,10.2143,0,71.12598,291.6535379,38.4946597,0,2,1,2014,0,0,0,0,0,0,2014.0,15.747,15.0376,14.387,14.104,14.065,2.6312,2.31076,3.5018317,15.5014,15.914,1.064,1733.1,14.077,14.159,12.844,8.875,0.549145,6167.0,2.711502579,15.541,1.149,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21094,12,1,0,59.36558,304.5209,10.2143,0,71.12598,291.6535379,38.4946597,0,2,1,2024,0,0,0,0,0,0,2014.0,15.747,15.0376,14.387,14.104,14.065,2.6312,2.31076,3.5018317,15.5014,15.914,1.171,1733.1,14.077,14.159,12.844,8.875,0.549145,5911.0,2.711502579,15.541,1.129,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21095,5,1,0,59.36558,304.5209,10.2143,0,71.12598,291.6535379,38.4946597,0,2,1,2017,0,0,0,0,0,0,2014.0,15.747,15.0376,14.387,14.104,14.065,2.6312,2.31076,3.5018317,15.5014,15.914,1.076,1733.1,14.077,14.159,12.844,8.875,0.549145,6214.0,2.711504086,15.541,1.169,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21097,10,1,0,59.36558,304.5209,10.2143,0,71.12598,291.6535379,38.4946597,0,2,1,2013,0,0,0,0,0,0,2014.0,15.747,15.0376,14.387,14.104,14.065,2.6312,2.31076,3.5018317,15.5014,15.914,1.0,1733.1,14.077,14.159,12.844,8.875,0.549145,6157.0,2.711482,15.541,1.09,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21098,11,1,0,59.36558,304.5209,10.2143,0,71.12598,291.6535379,38.4946597,0,2,1,2014,0,0,0,0,0,0,2014.0,15.747,15.0376,14.387,14.104,14.065,2.6312,2.31076,3.5018317,15.5014,15.914,1.064,1733.1,14.077,14.159,12.844,8.875,0.549145,6167.0,2.711502579,15.541,1.149,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21100,5,1,0,59.36558,304.5209,10.2143,0,71.12598,291.6535379,38.4946597,0,2,1,2016,0,0,0,0,0,0,2014.0,15.747,15.0376,14.387,14.104,14.065,2.6312,2.31076,3.5018317,15.5014,15.914,1.15,1733.1,14.077,14.159,12.844,8.875,0.549145,6003.0,2.711502579,15.541,1.11,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21103,5,1,0,59.36558,304.5209,10.2143,0,71.12598,291.6535379,38.4946597,0,2,1,2016,0,0,0,0,0,0,2014.0,15.747,15.0376,14.387,14.104,14.065,2.6312,2.31076,3.5018317,15.5014,15.914,1.15,1733.1,14.077,14.159,12.844,8.875,0.549145,6003.0,7.21204152,15.541,1.11,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21105,12,1,0,59.36558,304.5209,10.2143,0,71.12598,291.6535379,38.4946597,0,2,1,2024,0,0,0,0,0,0,2014.0,15.747,15.0376,14.387,14.104,14.065,2.6312,2.31076,3.5018317,15.5014,15.914,1.171,1733.1,14.077,14.159,12.844,8.875,0.549145,5911.0,7.21204152,15.541,1.129,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21106,11,1,0,59.36558,304.5209,10.2143,0,71.12598,291.6535379,38.4946597,0,2,1,2014,0,0,0,0,0,0,2014.0,15.747,15.0376,14.387,14.104,14.065,2.6312,2.31076,3.5018317,15.5014,15.914,1.064,1733.1,14.077,14.159,12.844,8.875,0.549145,6167.0,7.21204152,15.541,1.149,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21108,5,1,0,59.36558,304.5209,10.2143,0,71.12598,291.6535379,38.4946597,0,2,1,2017,0,0,0,0,0,0,2014.0,15.747,15.0376,14.387,14.104,14.065,2.6312,2.31076,3.5018317,15.5014,15.914,1.076,1733.1,14.077,14.159,12.844,8.875,0.549145,6214.0,7.21203748,15.541,1.169,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21111,8,1,0,59.36558,304.5209,10.2143,0,71.12598,291.6535379,38.4946597,0,2,1,2015,0,0,0,0,0,0,2014.0,15.747,15.0376,14.387,14.104,14.065,2.6312,2.31076,3.5018317,15.5014,15.914,1.064,1733.1,14.077,14.159,12.844,8.875,0.549145,6167.0,7.21204152,15.541,1.149,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21112,10,1,0,59.36558,304.5209,10.2143,0,71.12598,291.6535379,38.4946597,0,2,1,2013,0,0,0,0,0,0,2014.0,15.747,15.0376,14.387,14.104,14.065,2.6312,2.31076,3.5018317,15.5014,15.914,1.0,1733.1,14.077,14.159,12.844,8.875,0.549145,6157.0,7.212031,15.541,1.09,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21113,11,1,0,59.36558,304.5209,10.2143,0,71.12598,291.6535379,38.4946597,0,2,1,2014,0,0,0,0,0,0,2014.0,15.747,15.0376,14.387,14.104,14.065,2.6312,2.31076,3.5018317,15.5014,15.914,1.064,1733.1,14.077,14.159,12.844,8.875,0.549145,6167.0,7.21204152,15.541,1.149,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21116,8,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2015,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.48,428.018,13.013,13.012,12.421,9.033,2.30818,3887.0,3.34021995,15.954,0.51,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21118,10,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2013,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.552,428.018,13.013,13.012,12.421,9.033,2.30818,4243.0,3.340219,15.954,0.581,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21119,5,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2016,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.53,428.018,13.013,13.012,12.421,9.033,2.30818,4067.0,3.34021995,15.954,0.54,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21120,2,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2016,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.48,428.018,13.013,13.012,12.421,9.033,2.30818,3887.0,3.34024,15.954,0.51,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21121,11,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2015,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.635754,428.018,13.013,13.012,12.421,9.033,2.30818,4074.0,3.34022436,15.954,0.64,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21122,11,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2017,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.495,428.018,13.013,13.012,12.421,9.033,2.30818,3996.0,3.3402178,15.954,0.507,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21125,11,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2014,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.48,428.018,13.013,13.012,12.421,9.033,2.30818,3887.0,3.34021995,15.954,0.51,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21126,11,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2014,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.48,428.018,13.013,13.012,12.421,9.033,2.30818,3887.0,3.34021995,15.954,0.51,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21130,5,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2017,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.493,428.018,13.013,13.012,12.421,9.033,2.30818,3950.0,3.340218842,15.954,0.502,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21131,5,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2016,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.53,428.018,13.013,13.012,12.421,9.033,2.30818,4067.0,7.82501206,15.954,0.54,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21133,8,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2015,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.48,428.018,13.013,13.012,12.421,9.033,2.30818,3887.0,7.82501206,15.954,0.51,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21135,11,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2017,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.495,428.018,13.013,13.012,12.421,9.033,2.30818,3996.0,7.825046,15.954,0.507,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21138,11,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2015,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.635754,428.018,13.013,13.012,12.421,9.033,2.30818,4074.0,7.82527952,15.954,0.64,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21139,11,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2014,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.48,428.018,13.013,13.012,12.421,9.033,2.30818,3887.0,7.82501206,15.954,0.51,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21140,10,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2013,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.552,428.018,13.013,13.012,12.421,9.033,2.30818,4243.0,7.82496,15.954,0.581,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21142,5,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2017,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.493,428.018,13.013,13.012,12.421,9.033,2.30818,3950.0,7.82502168,15.954,0.502,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21144,11,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2014,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.48,428.018,13.013,13.012,12.421,9.033,2.30818,3887.0,7.82501206,15.954,0.51,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21147,2,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2016,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.48,428.018,13.013,13.012,12.421,9.033,2.30818,3887.0,20.06085968,15.954,0.51,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21148,11,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2017,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.495,428.018,13.013,13.012,12.421,9.033,2.30818,3996.0,20.06039,15.954,0.507,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21150,11,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2015,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.635754,428.018,13.013,13.012,12.421,9.033,2.30818,4074.0,20.0599308,15.954,0.64,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21151,8,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2015,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.48,428.018,13.013,13.012,12.421,9.033,2.30818,3887.0,20.06037454,15.954,0.51,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21152,10,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2013,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.552,428.018,13.013,13.012,12.421,9.033,2.30818,4243.0,20.06057,15.954,0.581,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21153,11,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2014,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.48,428.018,13.013,13.012,12.421,9.033,2.30818,3887.0,20.06037454,15.954,0.51,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21155,5,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2016,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.53,428.018,13.013,13.012,12.421,9.033,2.30818,4067.0,20.06037454,15.954,0.54,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21159,5,1,0,61.24824,296.46477,14.47665,0,69.97316,286.0790779,39.278237,0,4,1,2017,0,0,0,0,0,0,2014.0,16.567,15.1339,13.952,13.278,13.116,-4.23278,-18.7576,19.2292481,15.9695,18.394,0.493,428.018,13.013,13.012,12.421,9.033,2.30818,3950.0,20.06036336,15.954,0.502,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
