,0
sy_snum st_rad^2,0.0
sy_snum st_rad sy_bmag,0.0
sy_snum st_rad sy_dist,0.0
sy_snum st_rad st_teff,0.0
sy_snum st_rad sy_w2mag,0.0
sy_snum st_rad sy_w1mag,0.0
sy_snum st_rad sy_w3mag,0.0
sy_snum st_rad sy_w4mag,0.0
sy_snum st_rad sy_plx,0.0
sy_snum st_rad st_logg,0.0
sy_snum st_rad st_mass,0.0
sy_snum st_rad soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_snum st_rad soltype_Published Confirmed,0.0
sy_snum st_rad pl_tsystemref_BJD,0.0
sy_snum st_rad pl_tsystemref_BJD-TDB,0.0
sy_snum st_rad pl_tsystemref_BJD-UTC,0.0
sy_snum st_rad pl_tsystemref_HJD,0.0
sy_snum st_rad pl_tsystemref_JD,-0.0
sy_snum sy_bmag^2,0.0
sy_snum sy_bmag sy_dist,0.0
sy_snum sy_bmag st_teff,0.0
sy_snum sy_bmag sy_w2mag,0.0
sy_snum sy_bmag sy_w1mag,0.0
sy_snum sy_bmag sy_w3mag,0.0
sy_snum sy_bmag sy_w4mag,0.0
sy_snum sy_bmag sy_plx,-0.0
sy_snum sy_bmag st_logg,0.0
sy_snum sy_bmag st_mass,0.0
sy_snum sy_bmag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_snum sy_bmag soltype_Published Confirmed,0.0
sy_snum sy_bmag pl_tsystemref_BJD,0.0
sy_snum sy_bmag pl_tsystemref_BJD-TDB,0.0
sy_snum sy_bmag pl_tsystemref_BJD-UTC,-0.0
sy_snum sy_bmag pl_tsystemref_HJD,0.0
sy_snum sy_bmag pl_tsystemref_JD,-0.0
sy_snum sy_dist^2,0.0
sy_snum sy_dist st_teff,0.0
sy_snum sy_dist sy_w2mag,0.0
sy_snum sy_dist sy_w1mag,0.0
sy_snum sy_dist sy_w3mag,0.0
sy_snum sy_dist sy_w4mag,0.0
sy_snum sy_dist sy_plx,0.0
sy_snum sy_dist st_logg,0.0
sy_snum sy_dist st_mass,0.0
sy_snum sy_dist soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_snum sy_dist soltype_Published Confirmed,0.0
sy_snum sy_dist pl_tsystemref_BJD,0.0
sy_snum sy_dist pl_tsystemref_BJD-TDB,0.0
sy_snum sy_dist pl_tsystemref_BJD-UTC,0.0
sy_snum sy_dist pl_tsystemref_HJD,0.0
sy_snum sy_dist pl_tsystemref_JD,-0.0
sy_snum st_teff^2,0.0
sy_snum st_teff sy_w2mag,0.0
sy_snum st_teff sy_w1mag,0.0
sy_snum st_teff sy_w3mag,0.0
sy_snum st_teff sy_w4mag,0.0
sy_snum st_teff sy_plx,-0.0
sy_snum st_teff st_logg,0.0
sy_snum st_teff st_mass,0.0
sy_snum st_teff soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_snum st_teff soltype_Published Confirmed,0.0
sy_snum st_teff pl_tsystemref_BJD,0.0
sy_snum st_teff pl_tsystemref_BJD-TDB,0.0
sy_snum st_teff pl_tsystemref_BJD-UTC,0.0
sy_snum st_teff pl_tsystemref_HJD,0.0
sy_snum st_teff pl_tsystemref_JD,-0.0
sy_snum sy_w2mag^2,0.0
sy_snum sy_w2mag sy_w1mag,0.0
sy_snum sy_w2mag sy_w3mag,0.0
sy_snum sy_w2mag sy_w4mag,0.0
sy_snum sy_w2mag sy_plx,-0.0
sy_snum sy_w2mag st_logg,0.0
sy_snum sy_w2mag st_mass,0.0
sy_snum sy_w2mag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_snum sy_w2mag soltype_Published Confirmed,0.0
sy_snum sy_w2mag pl_tsystemref_BJD,0.0
sy_snum sy_w2mag pl_tsystemref_BJD-TDB,0.0
sy_snum sy_w2mag pl_tsystemref_BJD-UTC,-0.0
sy_snum sy_w2mag pl_tsystemref_HJD,0.0
sy_snum sy_w2mag pl_tsystemref_JD,-0.0
sy_snum sy_w1mag^2,0.0
sy_snum sy_w1mag sy_w3mag,0.0
sy_snum sy_w1mag sy_w4mag,0.0
sy_snum sy_w1mag sy_plx,-0.0
sy_snum sy_w1mag st_logg,0.0
sy_snum sy_w1mag st_mass,0.0
sy_snum sy_w1mag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_snum sy_w1mag soltype_Published Confirmed,0.0
sy_snum sy_w1mag pl_tsystemref_BJD,0.0
sy_snum sy_w1mag pl_tsystemref_BJD-TDB,0.0
sy_snum sy_w1mag pl_tsystemref_BJD-UTC,-0.0
sy_snum sy_w1mag pl_tsystemref_HJD,0.0
sy_snum sy_w1mag pl_tsystemref_JD,-0.0
sy_snum sy_w3mag^2,0.0
sy_snum sy_w3mag sy_w4mag,0.0
sy_snum sy_w3mag sy_plx,-0.0
sy_snum sy_w3mag st_logg,0.0
sy_snum sy_w3mag st_mass,0.0
sy_snum sy_w3mag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_snum sy_w3mag soltype_Published Confirmed,0.0
sy_snum sy_w3mag pl_tsystemref_BJD,0.0
sy_snum sy_w3mag pl_tsystemref_BJD-TDB,0.0
sy_snum sy_w3mag pl_tsystemref_BJD-UTC,-0.0
sy_snum sy_w3mag pl_tsystemref_HJD,0.0
sy_snum sy_w3mag pl_tsystemref_JD,-0.0
sy_snum sy_w4mag^2,0.0
sy_snum sy_w4mag sy_plx,-0.0
sy_snum sy_w4mag st_logg,0.0
sy_snum sy_w4mag st_mass,0.0
sy_snum sy_w4mag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_snum sy_w4mag soltype_Published Confirmed,0.0
sy_snum sy_w4mag pl_tsystemref_BJD,0.0
sy_snum sy_w4mag pl_tsystemref_BJD-TDB,0.0
sy_snum sy_w4mag pl_tsystemref_BJD-UTC,-0.0
sy_snum sy_w4mag pl_tsystemref_HJD,0.0
sy_snum sy_w4mag pl_tsystemref_JD,-0.0
sy_snum sy_plx^2,-0.0
sy_snum sy_plx st_logg,-0.0
sy_snum sy_plx st_mass,0.0
sy_snum sy_plx soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_snum sy_plx soltype_Published Confirmed,-0.0
sy_snum sy_plx pl_tsystemref_BJD,-0.0
sy_snum sy_plx pl_tsystemref_BJD-TDB,-0.0
sy_snum sy_plx pl_tsystemref_BJD-UTC,-0.0
sy_snum sy_plx pl_tsystemref_HJD,0.0
sy_snum sy_plx pl_tsystemref_JD,-0.0
sy_snum st_logg^2,0.0
sy_snum st_logg st_mass,0.0
sy_snum st_logg soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_snum st_logg soltype_Published Confirmed,0.0
sy_snum st_logg pl_tsystemref_BJD,0.0
sy_snum st_logg pl_tsystemref_BJD-TDB,0.0
sy_snum st_logg pl_tsystemref_BJD-UTC,-0.0
sy_snum st_logg pl_tsystemref_HJD,0.0
sy_snum st_logg pl_tsystemref_JD,-0.0
sy_snum st_mass^2,0.0
sy_snum st_mass soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_snum st_mass soltype_Published Confirmed,0.0
sy_snum st_mass pl_tsystemref_BJD,0.0
sy_snum st_mass pl_tsystemref_BJD-TDB,0.0
sy_snum st_mass pl_tsystemref_BJD-UTC,0.0
sy_snum st_mass pl_tsystemref_HJD,0.0
sy_snum st_mass pl_tsystemref_JD,-0.0
sy_snum soltype_Kepler Project Candidate (q1_q17_dr25_koi)^2,-0.0
sy_snum soltype_Kepler Project Candidate (q1_q17_dr25_koi) soltype_Published Confirmed,0.0
sy_snum soltype_Kepler Project Candidate (q1_q17_dr25_koi) pl_tsystemref_BJD,-0.0
sy_snum soltype_Kepler Project Candidate (q1_q17_dr25_koi) pl_tsystemref_BJD-TDB,0.0
sy_snum soltype_Kepler Project Candidate (q1_q17_dr25_koi) pl_tsystemref_BJD-UTC,0.0
sy_snum soltype_Kepler Project Candidate (q1_q17_dr25_koi) pl_tsystemref_HJD,0.0
sy_snum soltype_Kepler Project Candidate (q1_q17_dr25_koi) pl_tsystemref_JD,0.0
sy_snum soltype_Published Confirmed^2,0.0
sy_snum soltype_Published Confirmed pl_tsystemref_BJD,0.0
sy_snum soltype_Published Confirmed pl_tsystemref_BJD-TDB,0.0
sy_snum soltype_Published Confirmed pl_tsystemref_BJD-UTC,-0.0
sy_snum soltype_Published Confirmed pl_tsystemref_HJD,0.0
sy_snum soltype_Published Confirmed pl_tsystemref_JD,-0.0
sy_snum pl_tsystemref_BJD^2,0.0
sy_snum pl_tsystemref_BJD pl_tsystemref_BJD-TDB,0.0
sy_snum pl_tsystemref_BJD pl_tsystemref_BJD-UTC,0.0
sy_snum pl_tsystemref_BJD pl_tsystemref_HJD,0.0
sy_snum pl_tsystemref_BJD pl_tsystemref_JD,0.0
sy_snum pl_tsystemref_BJD-TDB^2,0.0
sy_snum pl_tsystemref_BJD-TDB pl_tsystemref_BJD-UTC,0.0
sy_snum pl_tsystemref_BJD-TDB pl_tsystemref_HJD,0.0
sy_snum pl_tsystemref_BJD-TDB pl_tsystemref_JD,0.0
sy_snum pl_tsystemref_BJD-UTC^2,-0.0
sy_snum pl_tsystemref_BJD-UTC pl_tsystemref_HJD,0.0
sy_snum pl_tsystemref_BJD-UTC pl_tsystemref_JD,0.0
sy_snum pl_tsystemref_HJD^2,0.0
sy_snum pl_tsystemref_HJD pl_tsystemref_JD,0.0
sy_snum pl_tsystemref_JD^2,-0.0
sy_pnum^3,-0.0
sy_pnum^2 cb_flag,0.0
sy_pnum^2 ttv_flag,0.0
sy_pnum^2 pl_nnotes,-0.0
sy_pnum^2 elon,-0.0
sy_pnum^2 elat,-0.0
sy_pnum^2 glon,-0.0
sy_pnum^2 glat,-0.0
sy_pnum^2 dec,-0.0
sy_pnum^2 ra,-0.0
sy_pnum^2 st_nspec,0.0
sy_pnum^2 pl_nespec,0.0
sy_pnum^2 pl_ntranspec,0.0
sy_pnum^2 pl_ndispec,0.0
sy_pnum^2 release_year,-0.0
sy_pnum^2 st_nphot,0.0
sy_pnum^2 st_nrvc,-0.0
sy_pnum^2 pl_controv_flag,-0.0
sy_pnum^2 disc_year,-0.0
sy_pnum^2 sy_tmag,-0.0
sy_pnum^2 sy_kmag,-0.0
sy_pnum^2 sy_jmag,-0.0
sy_pnum^2 sy_hmag,-0.0
sy_pnum^2 sy_vmag,-0.0
sy_pnum^2 sy_pm,-0.0
sy_pnum^2 sy_pmdec,-0.0
sy_pnum^2 sy_pmra,-0.0
sy_pnum^2 pl_orbper,0.0
sy_pnum^2 sy_gaiamag,-0.0
sy_pnum^2 st_rad,-0.0
sy_pnum^2 sy_bmag,-0.0
sy_pnum^2 sy_dist,-0.0
sy_pnum^2 st_teff,-0.0
sy_pnum^2 sy_w2mag,-0.0
sy_pnum^2 sy_w1mag,-0.0
sy_pnum^2 sy_w3mag,-0.0
sy_pnum^2 sy_w4mag,-0.0
sy_pnum^2 sy_plx,-0.0
sy_pnum^2 st_logg,-0.0
sy_pnum^2 st_mass,-0.0
sy_pnum^2 soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_pnum^2 soltype_Published Confirmed,-0.0
sy_pnum^2 pl_tsystemref_BJD,-0.0
sy_pnum^2 pl_tsystemref_BJD-TDB,-0.0
sy_pnum^2 pl_tsystemref_BJD-UTC,-0.0
sy_pnum^2 pl_tsystemref_HJD,0.0
sy_pnum^2 pl_tsystemref_JD,0.0
sy_pnum cb_flag^2,0.0
sy_pnum cb_flag ttv_flag,0.0
sy_pnum cb_flag pl_nnotes,0.0
sy_pnum cb_flag elon,0.0
sy_pnum cb_flag elat,0.0
sy_pnum cb_flag glon,0.0
sy_pnum cb_flag glat,0.0
sy_pnum cb_flag dec,0.0
sy_pnum cb_flag ra,0.0
sy_pnum cb_flag st_nspec,0.0
sy_pnum cb_flag pl_nespec,0.0
sy_pnum cb_flag pl_ntranspec,0.0
sy_pnum cb_flag pl_ndispec,0.0
sy_pnum cb_flag release_year,0.0
sy_pnum cb_flag st_nphot,0.0
sy_pnum cb_flag st_nrvc,0.0
sy_pnum cb_flag pl_controv_flag,0.0
sy_pnum cb_flag disc_year,0.0
sy_pnum cb_flag sy_tmag,0.0
sy_pnum cb_flag sy_kmag,0.0
sy_pnum cb_flag sy_jmag,0.0
sy_pnum cb_flag sy_hmag,0.0
sy_pnum cb_flag sy_vmag,0.0
sy_pnum cb_flag sy_pm,0.0
sy_pnum cb_flag sy_pmdec,-0.0
sy_pnum cb_flag sy_pmra,0.0
sy_pnum cb_flag pl_orbper,0.0
sy_pnum cb_flag sy_gaiamag,0.0
sy_pnum cb_flag st_rad,0.0
sy_pnum cb_flag sy_bmag,0.0
sy_pnum cb_flag sy_dist,0.0
sy_pnum cb_flag st_teff,0.0
sy_pnum cb_flag sy_w2mag,0.0
sy_pnum cb_flag sy_w1mag,0.0
sy_pnum cb_flag sy_w3mag,0.0
sy_pnum cb_flag sy_w4mag,0.0
sy_pnum cb_flag sy_plx,0.0
sy_pnum cb_flag st_logg,0.0
sy_pnum cb_flag st_mass,0.0
sy_pnum cb_flag soltype_Kepler Project Candidate (q1_q17_dr25_koi),0.0
sy_pnum cb_flag soltype_Published Confirmed,0.0
sy_pnum cb_flag pl_tsystemref_BJD,0.0
sy_pnum cb_flag pl_tsystemref_BJD-TDB,-0.0
sy_pnum cb_flag pl_tsystemref_BJD-UTC,0.0
sy_pnum cb_flag pl_tsystemref_HJD,0.0
sy_pnum cb_flag pl_tsystemref_JD,0.0
sy_pnum ttv_flag^2,0.0
sy_pnum ttv_flag pl_nnotes,0.0
sy_pnum ttv_flag elon,0.0
sy_pnum ttv_flag elat,0.0
sy_pnum ttv_flag glon,0.0
sy_pnum ttv_flag glat,0.0
sy_pnum ttv_flag dec,0.0
sy_pnum ttv_flag ra,0.0
sy_pnum ttv_flag st_nspec,0.0
sy_pnum ttv_flag pl_nespec,0.0
sy_pnum ttv_flag pl_ntranspec,0.0
sy_pnum ttv_flag pl_ndispec,0.0
sy_pnum ttv_flag release_year,0.0
sy_pnum ttv_flag st_nphot,-0.0
sy_pnum ttv_flag st_nrvc,-0.0
sy_pnum ttv_flag pl_controv_flag,-0.0
sy_pnum ttv_flag disc_year,0.0
sy_pnum ttv_flag sy_tmag,0.0
sy_pnum ttv_flag sy_kmag,0.0
sy_pnum ttv_flag sy_jmag,0.0
sy_pnum ttv_flag sy_hmag,0.0
sy_pnum ttv_flag sy_vmag,0.0
sy_pnum ttv_flag sy_pm,0.0
sy_pnum ttv_flag sy_pmdec,-0.0
sy_pnum ttv_flag sy_pmra,0.0
sy_pnum ttv_flag pl_orbper,0.011185901095796843
sy_pnum ttv_flag sy_gaiamag,0.0
sy_pnum ttv_flag st_rad,0.0
sy_pnum ttv_flag sy_bmag,0.0
sy_pnum ttv_flag sy_dist,0.0
sy_pnum ttv_flag st_teff,0.0
sy_pnum ttv_flag sy_w2mag,0.0
sy_pnum ttv_flag sy_w1mag,0.0
sy_pnum ttv_flag sy_w3mag,0.0
sy_pnum ttv_flag sy_w4mag,0.0
sy_pnum ttv_flag sy_plx,0.0
sy_pnum ttv_flag st_logg,0.0
sy_pnum ttv_flag st_mass,0.0
sy_pnum ttv_flag soltype_Kepler Project Candidate (q1_q17_dr25_koi),0.0
sy_pnum ttv_flag soltype_Published Confirmed,0.0
sy_pnum ttv_flag pl_tsystemref_BJD,-0.0
sy_pnum ttv_flag pl_tsystemref_BJD-TDB,0.0
sy_pnum ttv_flag pl_tsystemref_BJD-UTC,0.0
sy_pnum ttv_flag pl_tsystemref_HJD,0.0
sy_pnum ttv_flag pl_tsystemref_JD,0.0
sy_pnum pl_nnotes^2,-0.0
sy_pnum pl_nnotes elon,-0.0
sy_pnum pl_nnotes elat,-0.0
sy_pnum pl_nnotes glon,-0.0
sy_pnum pl_nnotes glat,-0.0
sy_pnum pl_nnotes dec,-0.0
sy_pnum pl_nnotes ra,-0.0
sy_pnum pl_nnotes st_nspec,0.0
sy_pnum pl_nnotes pl_nespec,0.0
sy_pnum pl_nnotes pl_ntranspec,0.0
sy_pnum pl_nnotes pl_ndispec,0.0
sy_pnum pl_nnotes release_year,-0.0
sy_pnum pl_nnotes st_nphot,0.0
sy_pnum pl_nnotes st_nrvc,-0.0
sy_pnum pl_nnotes pl_controv_flag,-0.0
sy_pnum pl_nnotes disc_year,-0.0
sy_pnum pl_nnotes sy_tmag,-0.0
sy_pnum pl_nnotes sy_kmag,-0.0
sy_pnum pl_nnotes sy_jmag,-0.0
sy_pnum pl_nnotes sy_hmag,-0.0
sy_pnum pl_nnotes sy_vmag,-0.0
sy_pnum pl_nnotes sy_pm,-0.0
sy_pnum pl_nnotes sy_pmdec,-0.0
sy_pnum pl_nnotes sy_pmra,-0.0
sy_pnum pl_nnotes pl_orbper,0.0
sy_pnum pl_nnotes sy_gaiamag,-0.0
sy_pnum pl_nnotes st_rad,-0.0
sy_pnum pl_nnotes sy_bmag,-0.0
sy_pnum pl_nnotes sy_dist,0.0
sy_pnum pl_nnotes st_teff,-0.0
sy_pnum pl_nnotes sy_w2mag,-0.0
sy_pnum pl_nnotes sy_w1mag,-0.0
sy_pnum pl_nnotes sy_w3mag,-0.0
sy_pnum pl_nnotes sy_w4mag,-0.0
sy_pnum pl_nnotes sy_plx,-0.0
sy_pnum pl_nnotes st_logg,-0.0
sy_pnum pl_nnotes st_mass,-0.0
sy_pnum pl_nnotes soltype_Kepler Project Candidate (q1_q17_dr25_koi),0.0
sy_pnum pl_nnotes soltype_Published Confirmed,-0.0
sy_pnum pl_nnotes pl_tsystemref_BJD,-0.0
sy_pnum pl_nnotes pl_tsystemref_BJD-TDB,-0.0
sy_pnum pl_nnotes pl_tsystemref_BJD-UTC,-0.0
sy_pnum pl_nnotes pl_tsystemref_HJD,0.0
sy_pnum pl_nnotes pl_tsystemref_JD,-0.0
sy_pnum elon^2,-0.0
sy_pnum elon elat,-0.0
sy_pnum elon glon,-0.0
sy_pnum elon glat,-0.0
sy_pnum elon dec,-0.0
sy_pnum elon ra,-0.0
sy_pnum elon st_nspec,0.0
sy_pnum elon pl_nespec,0.0
sy_pnum elon pl_ntranspec,0.0
sy_pnum elon pl_ndispec,0.0
sy_pnum elon release_year,-0.0
sy_pnum elon st_nphot,0.0
sy_pnum elon st_nrvc,0.0
sy_pnum elon pl_controv_flag,-0.0
sy_pnum elon disc_year,-0.0
sy_pnum elon sy_tmag,-0.0
sy_pnum elon sy_kmag,-0.0
sy_pnum elon sy_jmag,-0.0
sy_pnum elon sy_hmag,-0.0
sy_pnum elon sy_vmag,-0.0
sy_pnum elon sy_pm,-0.0
sy_pnum elon sy_pmdec,-0.0
sy_pnum elon sy_pmra,0.0
sy_pnum elon pl_orbper,0.0
sy_pnum elon sy_gaiamag,-0.0
sy_pnum elon st_rad,-0.0
sy_pnum elon sy_bmag,-0.0
sy_pnum elon sy_dist,-0.0
sy_pnum elon st_teff,-0.0
sy_pnum elon sy_w2mag,-0.0
sy_pnum elon sy_w1mag,-0.0
sy_pnum elon sy_w3mag,-0.0
sy_pnum elon sy_w4mag,-0.0
sy_pnum elon sy_plx,-0.0
sy_pnum elon st_logg,-0.0
sy_pnum elon st_mass,-0.0
sy_pnum elon soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_pnum elon soltype_Published Confirmed,-0.0
sy_pnum elon pl_tsystemref_BJD,-0.0
sy_pnum elon pl_tsystemref_BJD-TDB,-0.0
sy_pnum elon pl_tsystemref_BJD-UTC,-0.0
sy_pnum elon pl_tsystemref_HJD,0.0
sy_pnum elon pl_tsystemref_JD,-0.0
sy_pnum elat^2,-0.0
sy_pnum elat glon,-0.0
sy_pnum elat glat,-0.0
sy_pnum elat dec,-0.0
sy_pnum elat ra,-0.0
sy_pnum elat st_nspec,0.0
sy_pnum elat pl_nespec,0.0
sy_pnum elat pl_ntranspec,0.0
sy_pnum elat pl_ndispec,0.0
sy_pnum elat release_year,-0.0
sy_pnum elat st_nphot,0.0
sy_pnum elat st_nrvc,0.0
sy_pnum elat pl_controv_flag,-0.0
sy_pnum elat disc_year,-0.0
sy_pnum elat sy_tmag,-0.0
sy_pnum elat sy_kmag,-0.0
sy_pnum elat sy_jmag,-0.0
sy_pnum elat sy_hmag,-0.0
sy_pnum elat sy_vmag,-0.0
sy_pnum elat sy_pm,-0.0
sy_pnum elat sy_pmdec,-0.0
sy_pnum elat sy_pmra,0.0
sy_pnum elat pl_orbper,0.0
sy_pnum elat sy_gaiamag,-0.0
sy_pnum elat st_rad,-0.003625743801805052
sy_pnum elat sy_bmag,-0.0
sy_pnum elat sy_dist,-0.0
sy_pnum elat st_teff,-0.0
sy_pnum elat sy_w2mag,-0.0
sy_pnum elat sy_w1mag,-0.0
sy_pnum elat sy_w3mag,-0.0
sy_pnum elat sy_w4mag,-0.0
sy_pnum elat sy_plx,-0.007804707600961285
sy_pnum elat st_logg,-0.0
sy_pnum elat st_mass,-0.0
sy_pnum elat soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_pnum elat soltype_Published Confirmed,-0.0
sy_pnum elat pl_tsystemref_BJD,-0.0
sy_pnum elat pl_tsystemref_BJD-TDB,-0.0
sy_pnum elat pl_tsystemref_BJD-UTC,-0.0
sy_pnum elat pl_tsystemref_HJD,0.0
sy_pnum elat pl_tsystemref_JD,-0.0
sy_pnum glon^2,-0.0
sy_pnum glon glat,-0.0
sy_pnum glon dec,-0.0
sy_pnum glon ra,-0.0
sy_pnum glon st_nspec,0.0
sy_pnum glon pl_nespec,0.0
sy_pnum glon pl_ntranspec,0.0
sy_pnum glon pl_ndispec,0.0
sy_pnum glon release_year,-0.0
sy_pnum glon st_nphot,0.0
sy_pnum glon st_nrvc,0.0
sy_pnum glon pl_controv_flag,-0.0
sy_pnum glon disc_year,-0.0
sy_pnum glon sy_tmag,-0.0
sy_pnum glon sy_kmag,-0.0
sy_pnum glon sy_jmag,-0.0
sy_pnum glon sy_hmag,-0.0
sy_pnum glon sy_vmag,-0.0
sy_pnum glon sy_pm,-0.0
sy_pnum glon sy_pmdec,0.0
sy_pnum glon sy_pmra,-0.0
sy_pnum glon pl_orbper,0.0
sy_pnum glon sy_gaiamag,-0.0
sy_pnum glon st_rad,-0.0
sy_pnum glon sy_bmag,-0.004146654268328767
sy_pnum glon sy_dist,-0.0
sy_pnum glon st_teff,-0.0
sy_pnum glon sy_w2mag,-0.0
sy_pnum glon sy_w1mag,-0.0
sy_pnum glon sy_w3mag,-0.0
sy_pnum glon sy_w4mag,-0.0
sy_pnum glon sy_plx,-0.0
sy_pnum glon st_logg,-0.0
sy_pnum glon st_mass,-0.0
sy_pnum glon soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_pnum glon soltype_Published Confirmed,-0.0
sy_pnum glon pl_tsystemref_BJD,-0.0
sy_pnum glon pl_tsystemref_BJD-TDB,-0.0
sy_pnum glon pl_tsystemref_BJD-UTC,-0.0
sy_pnum glon pl_tsystemref_HJD,0.0
sy_pnum glon pl_tsystemref_JD,-0.0
sy_pnum glat^2,-0.0
sy_pnum glat dec,-0.0
sy_pnum glat ra,-0.0
sy_pnum glat st_nspec,0.0
sy_pnum glat pl_nespec,0.0
sy_pnum glat pl_ntranspec,0.0
sy_pnum glat pl_ndispec,0.0
sy_pnum glat release_year,-0.0
sy_pnum glat st_nphot,0.0
sy_pnum glat st_nrvc,0.0
sy_pnum glat pl_controv_flag,-0.0
sy_pnum glat disc_year,-0.0
sy_pnum glat sy_tmag,-0.0
sy_pnum glat sy_kmag,-0.0
sy_pnum glat sy_jmag,-0.0
sy_pnum glat sy_hmag,-0.0
sy_pnum glat sy_vmag,-0.0
sy_pnum glat sy_pm,-0.0
sy_pnum glat sy_pmdec,0.0
sy_pnum glat sy_pmra,-0.0
sy_pnum glat pl_orbper,0.0
sy_pnum glat sy_gaiamag,-0.0
sy_pnum glat st_rad,-0.0
sy_pnum glat sy_bmag,-0.0
sy_pnum glat sy_dist,-0.0
sy_pnum glat st_teff,-0.0
sy_pnum glat sy_w2mag,-0.0
sy_pnum glat sy_w1mag,-0.0
sy_pnum glat sy_w3mag,-0.0
sy_pnum glat sy_w4mag,-0.0
sy_pnum glat sy_plx,-0.0
sy_pnum glat st_logg,-0.0
sy_pnum glat st_mass,-0.0
sy_pnum glat soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_pnum glat soltype_Published Confirmed,-0.0
sy_pnum glat pl_tsystemref_BJD,-0.0
sy_pnum glat pl_tsystemref_BJD-TDB,-0.0
sy_pnum glat pl_tsystemref_BJD-UTC,-0.0
sy_pnum glat pl_tsystemref_HJD,0.0
sy_pnum glat pl_tsystemref_JD,-0.0
sy_pnum dec^2,-0.0
sy_pnum dec ra,-0.0
sy_pnum dec st_nspec,0.0
sy_pnum dec pl_nespec,0.0
sy_pnum dec pl_ntranspec,0.0
sy_pnum dec pl_ndispec,0.0
sy_pnum dec release_year,-0.0
sy_pnum dec st_nphot,0.0
sy_pnum dec st_nrvc,0.0
sy_pnum dec pl_controv_flag,-0.0
sy_pnum dec disc_year,-0.0
sy_pnum dec sy_tmag,-0.0
sy_pnum dec sy_kmag,-0.0
sy_pnum dec sy_jmag,-0.0
sy_pnum dec sy_hmag,-0.0
sy_pnum dec sy_vmag,-0.0
sy_pnum dec sy_pm,-0.0
sy_pnum dec sy_pmdec,0.0
sy_pnum dec sy_pmra,-0.0
sy_pnum dec pl_orbper,0.0
sy_pnum dec sy_gaiamag,-0.0
sy_pnum dec st_rad,-0.0
sy_pnum dec sy_bmag,-0.0
sy_pnum dec sy_dist,-0.0
sy_pnum dec st_teff,-0.0
sy_pnum dec sy_w2mag,-0.0
sy_pnum dec sy_w1mag,-0.0
sy_pnum dec sy_w3mag,-0.0
sy_pnum dec sy_w4mag,-0.0
sy_pnum dec sy_plx,-0.0
sy_pnum dec st_logg,-0.0
sy_pnum dec st_mass,-0.0
sy_pnum dec soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_pnum dec soltype_Published Confirmed,-0.0
sy_pnum dec pl_tsystemref_BJD,-0.0
sy_pnum dec pl_tsystemref_BJD-TDB,-0.0
sy_pnum dec pl_tsystemref_BJD-UTC,-0.0
sy_pnum dec pl_tsystemref_HJD,0.0
sy_pnum dec pl_tsystemref_JD,-0.0
sy_pnum ra^2,-0.0
sy_pnum ra st_nspec,0.0
sy_pnum ra pl_nespec,0.0
sy_pnum ra pl_ntranspec,0.0
sy_pnum ra pl_ndispec,0.0
sy_pnum ra release_year,-0.0
sy_pnum ra st_nphot,0.0
sy_pnum ra st_nrvc,0.0
sy_pnum ra pl_controv_flag,-0.0
sy_pnum ra disc_year,-0.0
sy_pnum ra sy_tmag,-0.0
sy_pnum ra sy_kmag,-0.0
sy_pnum ra sy_jmag,-0.0
sy_pnum ra sy_hmag,-0.0
sy_pnum ra sy_vmag,-0.0
sy_pnum ra sy_pm,-0.0
sy_pnum ra sy_pmdec,-0.0
sy_pnum ra sy_pmra,0.0
sy_pnum ra pl_orbper,0.0
sy_pnum ra sy_gaiamag,-0.0
sy_pnum ra st_rad,-0.0
sy_pnum ra sy_bmag,-0.0
sy_pnum ra sy_dist,-0.0
sy_pnum ra st_teff,-0.0
sy_pnum ra sy_w2mag,-0.0
sy_pnum ra sy_w1mag,-0.0
sy_pnum ra sy_w3mag,-0.0
sy_pnum ra sy_w4mag,-0.0
sy_pnum ra sy_plx,-0.0
sy_pnum ra st_logg,-0.0
sy_pnum ra st_mass,-0.0
sy_pnum ra soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_pnum ra soltype_Published Confirmed,-0.0
sy_pnum ra pl_tsystemref_BJD,-0.0
