,release_month,sy_snum,sy_pnum,cb_flag,ttv_flag,pl_nnotes,elon,elat,glon,glat,dec,ra,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,release_year,st_nphot,st_nrvc,pl_controv_flag,disc_year,sy_tmag,sy_kmag,sy_jmag,sy_hmag,sy_vmag,sy_pm,sy_pmdec,sy_pmra,pl_orbper,sy_gaiamag,st_rad,sy_bmag,sy_dist,st_teff,sy_w2mag,sy_w1mag,sy_w3mag,sy_w4mag,sy_plx,st_logg,st_mass,soltype_Kepler Project Candidate (q1_q17_dr25_koi),soltype_Published Confirmed,pl_tsystemref_BJD,pl_tsystemref_BJD-TDB,pl_tsystemref_BJD-UTC,pl_tsystemref_HJD,pl_tsystemref_JD,log radius
11472,5,1,1,0,0,1,295.28044,61.55189,69.881,15.11355,39.4468274,285.2763652,0,0,0,0,2016,0,0,0,2016.0,14.4506,13.054,13.604,13.157,15.408,10.8752701,-9.9683,-4.34793,16.1288853,15.0446,0.81,16.3,2176.08,5259.0,13.046,13.012,12.53,8.666,0.429857,4.56,0.85,False,True,False,False,False,False,True,0.359835482339888
11476,5,1,1,0,0,1,319.07915,65.19506,80.16669,10.15481,46.3472165,297.3394624,0,0,0,0,2016,0,0,0,2016.0,15.1972,14.104,14.493,14.101,15.834,8.2369117,-7.67962,2.97828,13.5630972,15.7145,0.96,16.771,1575.23,5701.0,14.035,14.034,12.733,9.472,0.607504,4.47,0.97,False,True,False,False,False,False,True,0.2741578492636798
11485,5,1,1,0,0,1,315.35017,66.57225,79.76901,12.17061,46.9458638,294.4783627,0,0,0,0,2016,0,0,0,2016.0,14.7178,13.631,14.052,13.688,15.353,4.589797,2.12338,4.06909,16.29595382,15.212,0.97,15.862,1107.5,5727.0,13.655,13.593,13.272,9.698,0.874581,4.45,0.98,False,True,False,False,False,False,True,0.28103336724772754
11496,5,1,1,0,0,1,312.59694,66.82991,79.08067,13.06551,46.7418679,292.8698348,0,0,0,0,2016,0,0,0,2016.0,14.916,13.878,14.171,13.885,15.636,2.2149698,0.344597,-2.188,18.01621096,15.3803,1.08,15.598,1014.62,5884.0,13.922,13.819,13.1,9.168,0.957395,4.39,1.06,False,True,False,False,False,False,True,0.3926969532596658
11507,5,1,1,0,0,1,295.87931,60.5366,69.20767,14.28248,38.5207097,285.9287514,0,0,0,0,2016,0,0,0,2016.0,13.3183,11.023,11.878,11.24,16.4,62.6788637,-57.6533,-24.5914,2.104338119,14.4744,0.34,17.202,112.705,3468.0,10.8,10.862,10.617,9.358,8.84392,4.92,0.35,False,True,False,False,False,False,True,-0.28399665636520083
11524,5,1,2,0,0,1,301.19343,62.38912,72.3236,13.43665,40.942373,288.5308924,0,0,0,0,2014,0,0,0,2014.0,11.0432,10.079,10.418,10.127,11.493,15.3655751,13.9877,6.35965,16.092,11.4904,1.03,12.217,228.678,5685.0,10.075,10.024,10.082,9.273,4.34425,4.417,1.02,False,True,True,False,False,False,False,0.3820170425748684
11542,5,1,2,0,0,1,301.19343,62.38912,72.3236,13.43665,40.942373,288.5308924,0,0,0,0,2014,0,0,0,2014.0,11.0432,10.079,10.418,10.127,11.493,15.3655751,13.9877,6.35965,25.5169,11.4904,1.03,12.217,228.678,5685.0,10.075,10.024,10.082,9.273,4.34425,4.417,1.02,False,True,True,False,False,False,False,-0.07572071393811836
11553,5,1,1,0,0,1,293.7006,63.03841,70.71355,16.56523,40.7400419,283.9200236,0,0,0,0,2016,0,0,0,2016.0,13.6217,12.436,12.912,12.516,14.346,13.2470707,-13.0263,-2.4084,0.679336272,14.1223,0.88,15.12,569.185,5549.0,12.492,12.447,12.473,9.425,1.72822,4.51,0.91,False,True,False,False,False,False,True,0.15836249209524964
11566,5,1,3,0,0,1,304.88508,64.90136,75.3761,13.8754,43.8244445,289.6512597,0,0,0,0,2016,0,0,0,2016.0,12.86,11.825,12.169,11.859,13.528,7.0262315,6.25767,3.19523,11.1726994,13.3176,1.4,14.237,866.331,5748.0,11.839,11.808,11.886,9.301,1.12557,4.16,1.05,False,True,False,False,False,False,True,0.09342168516223508
11569,5,1,3,0,0,1,304.88508,64.90136,75.3761,13.8754,43.8244445,289.6512597,0,0,0,0,2016,0,0,0,2016.0,12.86,11.825,12.169,11.859,13.528,7.0262315,6.25767,3.19523,2.53573424,13.3176,1.4,14.237,866.331,5748.0,11.839,11.808,11.886,9.301,1.12557,4.16,1.05,False,True,False,False,False,False,True,0.08635983067474823
11598,5,1,2,0,0,1,308.05265,61.47446,73.89554,10.45737,41.0357494,292.9712801,0,0,0,0,2016,0,0,0,2016.0,11.9163,10.907,11.323,10.947,12.491,9.4664424,-4.57026,8.29013,5.448325286,12.3778,0.92,13.29,299.104,5719.0,10.904,10.873,10.932,8.708,3.31466,4.51,0.99,False,True,False,False,False,False,True,0.3222192947339193
11610,5,1,1,0,0,1,308.01275,62.74857,74.78534,11.38496,42.2332767,292.388582,0,0,0,0,2016,0,0,0,2016.0,11.2692,10.088,10.522,10.13,12.363,4.3210301,3.88366,1.89433,3.833091178,11.7892,0.85,12.434,174.234,5453.0,10.074,10.033,10.0,8.735,5.7106,4.54,0.92,False,True,False,False,False,False,True,0.24551266781414982
11630,5,1,2,0,0,1,316.50574,65.37614,79.39487,10.93871,46.0530562,295.8215678,0,0,0,0,2016,0,0,0,2016.0,14.273,12.684,13.33,12.808,15.133,17.6278086,-1.16756,17.5891,0.84338011,14.9517,0.75,16.253,480.869,4861.0,12.548,12.498,12.102,9.127,2.05104,4.6,0.8,False,True,False,False,False,False,True,0.13987908640123647
11650,5,1,1,0,0,1,315.95257,59.21748,75.40427,6.20238,40.2930714,298.8358277,0,0,0,0,2016,0,0,0,2016.0,13.4764,12.442,12.807,12.488,14.119,17.4727199,-15.094,-8.80154,87.9732136,13.9509,1.12,14.965,800.871,5884.0,12.439,12.383,10.876,8.642,1.21994,4.36,1.04,False,True,False,False,False,False,True,0.5490032620257879
11662,5,1,1,0,0,1,306.73914,62.82524,74.41823,11.84948,42.1159787,291.6118842,0,0,0,0,2016,0,0,0,2016.0,14.6369,13.309,13.822,13.316,15.083,0.5043217,-0.387268,-0.323054,0.568874427,15.2339,0.79,15.909,728.303,5144.0,13.296,13.226,12.304,9.39,1.34457,4.57,0.83,False,True,False,False,False,False,True,0.1931245983544616
11683,5,2,1,0,0,4,312.28298,69.74729,80.97939,15.33197,49.3667933,290.9564463,0,0,0,0,2016,0,0,0,2016.0,13.0621,10.726,11.57,10.927,15.161,135.1196641,124.199,53.2159,2.886762645,14.2218,0.54,16.697,103.917,3655.0,10.479,10.558,10.415,9.179,9.59428,4.73,0.56,False,True,False,False,False,False,True,0.12710479836480765
11733,5,1,1,0,0,1,300.71738,61.86832,71.76684,13.27142,40.3808519,288.4335977,0,0,0,0,2016,0,0,0,2016.0,15.2148,13.658,14.231,13.713,15.936,7.6409005,-7.10225,2.81805,0.868386528,15.9045,0.74,17.393,647.424,4817.0,13.515,13.496,12.664,9.174,1.51664,4.6,0.8,False,True,False,False,False,False,True,0.23044892137827394
11751,5,1,3,0,0,1,315.11391,66.28024,79.5069,12.00174,46.6408737,294.528597,0,0,0,0,2016,0,0,0,2016.0,16.0778,13.884,14.832,14.224,17.5054,21.6957043,-21.3143,-4.05021,11.12830484,16.9282,0.53,19.297,769.146,4094.0,13.863,13.77,12.941,9.312,1.27528,4.73,0.54,False,True,False,False,False,False,True,0.6919651027673603
11760,5,1,3,0,0,1,315.11391,66.28024,79.5069,12.00174,46.6408737,294.528597,0,0,0,0,2016,0,0,0,2016.0,16.0778,13.884,14.832,14.224,17.5054,21.6957043,-21.3143,-4.05021,2.226491086,16.9282,0.53,19.297,769.146,4094.0,13.863,13.77,12.941,9.312,1.27528,4.73,0.54,False,True,False,False,False,False,True,0.38021124171160603
11779,5,1,2,0,0,1,311.87947,65.53498,77.98305,12.28194,45.4353919,293.2045009,0,0,0,0,2016,0,0,0,2016.0,15.2487,14.068,14.572,14.167,15.876,3.7786283,-3.73039,-0.601849,0.962867382,15.7753,0.87,16.84,1350.32,5488.0,14.057,14.075,12.786,9.381,0.712904,4.52,0.9,False,True,False,False,False,False,True,0.20682587603184974
11792,5,1,1,0,0,1,311.97368,66.23658,78.48806,12.78264,46.098729,292.8722515,0,0,0,0,2016,0,0,0,2016.0,11.9566,11.122,11.387,11.147,12.444,31.7464825,-31.6149,-2.88743,0.929906678,12.344,1.4,12.695,465.417,6169.0,11.13,11.087,11.015,9.601,2.11996,4.21,1.18,False,True,False,False,False,False,True,0.18184358794477257
11803,5,1,1,0,0,1,304.89724,61.20844,72.61896,11.34565,40.3112023,291.1849503,0,0,0,0,2016,0,0,0,2016.0,14.4408,12.834,13.472,12.944,15.554,1.7959192,-0.677882,-1.66307,4.115844679,15.1336,0.73,16.743,481.667,4776.0,12.813,12.771,12.316,8.893,2.04769,4.61,0.78,False,True,False,False,False,False,True,0.17897694729316943
11810,5,1,1,0,0,1,296.18161,64.1656,72.33509,16.30493,42.085312,285.0171505,0,0,0,0,2016,0,0,0,2016.0,14.6145,13.457,13.911,13.54,15.311,15.8473121,-10.6404,-11.7439,33.8786838,15.1289,0.91,15.95,973.368,5550.0,13.488,13.431,13.006,9.426,0.998791,4.5,0.93,False,True,False,False,False,False,True,0.456366033129043
11833,5,1,1,0,0,1,310.28673,71.24295,81.52687,16.88243,50.4609183,289.0648073,0,0,0,0,2016,0,0,0,2016.0,13.4317,12.374,12.788,12.468,13.966,23.5209262,-20.5688,-11.4087,14.88801098,13.8837,1.03,14.319,678.069,5885.0,12.245,12.172,12.262,9.337,1.4459,4.42,1.02,False,True,False,False,False,False,True,0.25527250510330607
11838,5,1,1,0,0,1,296.96982,66.4881,74.50415,17.39709,44.4177225,284.6753857,0,0,0,0,2016,0,0,0,2016.0,13.3383,12.305,12.695,12.348,13.969,7.7617497,-7.68701,-1.07454,4.52158888,13.8033,0.99,14.787,813.543,5780.0,12.311,12.282,12.31,8.929,1.20042,4.44,1.0,False,True,False,False,False,False,True,-0.00877392430750515
11851,5,1,1,0,0,1,294.03698,70.73965,77.59939,20.66047,48.2709523,281.6476437,0,0,0,0,2016,0,0,0,2016.0,15.1289,13.435,14.168,13.499,15.958,20.5566833,-14.8385,-14.2266,9.33646594,15.8498,0.69,17.646,588.037,4500.0,13.405,13.358,12.656,9.328,1.67244,4.62,0.72,False,True,False,False,False,False,True,0.3364597338485295
11887,5,1,1,0,0,1,303.76198,61.00618,72.08629,11.60884,39.9568913,290.5767116,0,0,0,0,2016,0,0,0,2016.0,14.4346,13.302,13.757,13.423,15.076,1.8035428,-1.67061,-0.67958,10.10769068,14.9451,0.94,16.103,1720.48,5608.0,13.37,13.311,12.732,9.09,0.552647,4.48,0.97,False,True,False,False,False,False,True,0.21748394421390627
11894,5,1,1,0,0,1,314.17231,60.57831,75.54375,7.82395,41.2244613,297.0737928,0,0,0,0,2016,0,0,0,2016.0,14.2331,12.318,13.084,12.419,15.58,5.074385,-2.90569,4.16009,0.789161653,15.0318,0.69,16.935,319.197,4508.0,12.322,12.257,13.044,8.969,3.10424,4.63,0.72,False,True,False,False,False,False,True,0.021189299069938092
11906,5,1,1,0,0,1,307.15771,64.66355,75.88873,13.01204,43.9137055,291.0286411,0,0,0,0,2016,0,0,0,2016.0,13.3031,12.122,12.568,12.203,13.975,11.7042736,6.04645,10.0215,11.87456832,13.795,0.9,14.773,528.685,5581.0,12.079,12.026,11.95,8.675,1.86266,4.51,0.95,False,True,False,False,False,False,True,0.1367205671564068
11917,5,1,1,0,0,1,308.93321,61.40816,74.15853,10.11879,41.111394,293.5275797,0,0,0,0,2016,0,0,0,2016.0,14.6675,13.406,13.886,13.521,15.421,11.6532365,-9.48324,-6.77245,109.6471842,15.1714,0.92,16.284,932.446,5628.0,13.261,13.212,12.581,9.455,1.04501,4.49,0.94,False,True,False,False,False,False,True,0.4487063199050799
11926,5,1,1,0,0,1,311.86486,71.96115,82.42034,17.06557,51.3209059,289.311532,0,0,0,0,2016,0,0,0,2016.0,14.6963,13.626,14.052,13.671,15.461,12.1645215,11.1309,4.907,15.64591713,15.171,0.91,15.979,1223.04,5614.0,13.7,13.61,12.825,9.548,0.788915,4.5,0.94,False,True,False,False,False,False,True,0.359835482339888
11937,5,1,1,0,0,1,295.87758,64.18224,72.26875,16.42227,42.0703371,284.8384394,0,0,0,0,2016,0,0,0,2016.0,14.6728,13.134,13.787,13.276,15.248,15.1672171,-14.736,3.59093,6.26406846,15.3037,0.74,16.512,621.853,4903.0,13.27,13.156,13.03,9.566,1.57956,4.6,0.77,False,True,False,False,False,False,True,0.16136800223497488
11946,5,1,2,0,0,1,318.06987,66.00952,80.30664,11.05935,46.8998006,296.2776587,0,0,0,0,2016,0,0,0,2016.0,13.5344,12.366,12.819,12.423,14.264,12.765006,-10.8203,-6.77248,23.198681,14.0381,1.3,14.789,1126.64,5512.0,12.353,12.306,12.109,9.362001,0.859004,4.18,0.94,False,True,False,False,False,False,True,0.2966651902615311
11951,5,1,2,0,0,1,318.06987,66.00952,80.30664,11.05935,46.8998006,296.2776587,0,0,0,0,2016,0,0,0,2016.0,13.5344,12.366,12.819,12.423,14.264,12.765006,-10.8203,-6.77248,5.77721211,14.0381,1.3,14.789,1126.64,5512.0,12.353,12.306,12.109,9.362001,0.859004,4.18,0.94,False,True,False,False,False,False,True,0.23299611039215384
11961,5,1,1,0,0,1,302.80134,68.30708,77.44616,16.7555,46.7961229,287.0091176,0,0,0,0,2016,0,0,0,2016.0,15.0883,13.294,14.095,13.497,16.21,1.2659235,0.927772,-0.861279,24.4002549,15.8169,0.67,17.323,601.629,4523.0,13.371,13.293,12.609,9.467,1.63392,4.64,0.7,False,True,False,False,False,False,True,0.3820170425748684
11974,5,1,1,0,0,1,294.36479,63.95508,71.67921,16.83471,41.6990348,284.0422701,0,0,0,0,2016,0,0,0,2016.0,13.1175,12.106,12.496,12.185,13.699,21.2063498,-19.9441,-7.20709,0.935118057,13.5742,1.05,14.452,753.26,5909.0,12.133,12.086,11.948,9.304,1.29886,4.41,1.04,False,True,False,False,False,False,True,-0.036212172654444715
11988,5,1,1,0,0,1,298.17209,70.47124,78.17886,19.37193,48.373469,283.7457695,0,0,0,0,2016,0,0,0,2016.0,11.6969,10.627,11.026,10.697,12.344,18.0777016,10.7476,-14.5359,1.341555127,12.1235,0.93,12.939,371.049,5586.0,10.618,10.586,10.622,9.107,2.66794,4.47,0.94,False,True,False,False,False,False,True,-0.14874165128092473
12019,5,1,1,0,0,1,313.92657,61.97,76.33824,8.97851,42.4727965,296.2328099,0,0,0,0,2016,0,0,0,2016.0,14.2772,13.24,13.563,13.279,15.003,2.6012357,0.375709,2.57396,0.665026916,14.7546,1.42,15.464,981.779,6331.0,13.257,13.172,12.393,9.507,0.990413,4.24,1.27,False,True,False,False,False,False,True,0.1903316981702915
12036,5,2,1,0,0,2,289.47416,66.88924,73.17245,20.10976,44.1593503,280.5116813,0,0,0,0,2016,0,0,0,2016.0,14.3157,12.636,13.285,12.782,15.356,7.3339534,-2.6124,-6.8529,132.9968322,15.0181,0.72,16.61,476.957,4662.0,12.712,12.617,12.572,8.774,2.06794,4.62,0.79,False,True,False,False,False,False,True,0.4756711883244297
12047,5,1,1,0,0,1,315.86364,62.63529,77.47076,8.93878,43.4325382,297.0200549,0,0,0,0,2016,0,0,0,2016.0,14.8048,13.531,13.971,13.538,15.726,4.7043161,-4.67425,-0.531015,2.215710358,15.3835,0.9,16.482,890.724,5527.0,13.496,13.374,13.335,9.55,1.09517,4.51,0.93,False,True,False,False,False,False,True,0.22010808804005508
12048,5,1,1,0,0,1,319.62418,70.0097,83.18755,13.96267,50.725385,294.294483,0,0,0,0,2016,0,0,0,2016.0,15.0676,13.989,14.484,14.098,15.617,1.6914331,1.49108,-0.798515,3.35183158,15.5297,0.93,16.015,1756.71,5759.0,14.066,14.015,12.771,9.148,0.540401,4.48,0.95,False,True,False,False,False,False,True,0.28555730900777376
12063,5,1,1,0,0,1,303.06556,68.43238,77.61173,16.76274,46.9457998,287.0862799,0,0,0,0,2016,0,0,0,2016.0,13.6036,12.633,12.961,12.714,14.192,7.1711826,-7.17108,-0.0383658,4.7683049,14.0269,1.13,14.736,853.959,5981.0,12.665,12.641,12.502,9.024,1.14228,4.37,1.09,False,True,False,False,False,False,True,0.2648178230095365
12074,5,1,1,0,0,1,311.27364,66.27059,78.29545,12.99564,46.022821,292.4779428,0,0,0,0,2016,0,0,0,2016.0,13.3496,12.563,12.802,12.575,13.775,3.2738748,-2.93022,-1.46016,44.6169557,13.705,1.55,14.326,1355.02,6449.0,12.172,12.243,11.656,9.471,0.709146,4.18,1.32,False,True,False,False,False,False,True,0.37291200297010657
12081,5,1,1,0,0,1,309.49412,65.65034,77.31702,13.03191,45.179185,291.841341,0,0,0,0,2016,0,0,0,2016.0,14.0213,13.107,13.392,13.093,14.625,5.9811973,2.6789,5.34773,3.40165668,14.462,1.21,15.315,843.701,6133.0,13.055,13.003,12.586,8.945,1.15658,4.33,1.14,False,True,False,False,False,False,True,0.19865708695442263
12105,5,1,1,0,0,1,314.72234,69.82004,81.69041,14.83753,49.788709,292.0874126,0,0,0,0,2016,0,0,0,2016.0,14.2432,13.242,13.618,13.297,14.871,8.3182966,-6.04319,-5.71611,27.5722742,14.6789,1.04,15.323,1213.82,5911.0,13.185,13.193,12.814,9.253,0.795085,4.42,1.04,False,True,False,False,False,False,True,0.287801729930226
12107,5,1,1,0,0,1,303.37692,70.2963,79.17135,17.88953,48.7442697,286.3385562,0,0,0,0,2016,0,0,0,2016.0,10.6625,9.761,10.072,9.818,11.209,45.0160895,39.1028,22.3029,2.12823928,11.0821,1.28,12.001,276.323,6086.0,9.771,9.733,9.718,9.445,3.59023,4.29,1.16,False,True,False,False,False,False,True,-0.15490195998574322
12141,5,1,2,0,0,1,304.86045,67.92172,77.67236,15.92459,46.6794847,288.250611,0,0,0,0,2016,0,0,0,2016.0,15.2275,13.122,13.989,13.338,16.577,24.6960217,-24.4129,3.72878,4.4968604,16.2331,0.53,18.62,340.691,3827.0,13.0,13.042,12.751,9.5,2.90756,4.74,0.55,False,True,False,False,False,False,True,0.4014005407815441
12151,5,1,2,0,0,1,304.86045,67.92172,77.67236,15.92459,46.6794847,288.250611,0,0,0,0,2016,0,0,0,2016.0,15.2275,13.122,13.989,13.338,16.577,24.6960217,-24.4129,3.72878,1.766789062,16.2331,0.53,18.62,340.691,3827.0,13.0,13.042,12.751,9.5,2.90756,4.74,0.55,False,True,False,False,False,False,True,0.23804610312879543
12165,5,1,1,0,0,1,309.8336,62.41036,75.16841,10.56275,42.1978746,293.6084289,0,0,0,0,2016,0,0,0,2016.0,13.3387,11.47,12.225,11.573,14.328,61.027892,37.3325,-48.2772,0.916140768,14.0866,0.67,15.701,202.782,4439.0,11.458,11.425,11.475,9.523,4.90251,4.64,0.7,False,True,False,False,False,False,True,-0.18708664335714442
12170,5,1,1,0,0,1,311.06775,69.20796,80.27666,15.21888,48.7014417,290.6937988,0,0,0,0,2016,0,0,0,2016.0,12.8384,11.919,12.25,11.956,13.338,13.5925037,-8.55868,10.5596,1.877882748,13.2495,1.16,14.072,670.829,6118.0,11.905,11.869,12.21,9.421,1.46181,4.35,1.11,False,True,False,False,False,False,True,-0.05060999335508721
12180,5,1,1,0,0,1,313.28203,62.20247,76.25245,9.34988,42.5762317,295.7353911,0,0,0,0,2016,0,0,0,2016.0,14.8153,13.141,13.85,13.281,15.734,8.2373521,-1.17082,8.15372,24.7543966,15.5059,0.72,16.914,593.384,4776.0,13.259,13.124,12.699,9.241,1.65711,4.61,0.76,False,True,False,False,False,False,True,0.25527250510330607
12196,5,1,1,0,0,1,303.51674,58.75088,70.31149,10.1721,37.7590079,291.2451266,0,0,0,0,2016,0,0,0,2016.0,13.9236,12.858,13.252,12.965,14.59,12.0215695,-10.2065,-6.35181,76.613377,14.3687,1.24,14.942,1119.45,6168.0,12.829,12.765,12.294,9.078,0.864732,4.31,1.16,False,True,False,False,False,False,True,0.4727564493172124
12206,5,1,1,0,0,1,298.77104,71.13726,78.8733,19.60386,49.0679833,283.7414249,0,0,0,0,2016,0,0,0,2016.0,14.9108,13.748,14.18,13.718,15.595,1.6205966,-0.0873642,-1.61824,1.289588112,15.452,0.83,16.68,911.269,5352.0,13.657,13.646,12.935,9.411,1.06907,4.55,0.88,False,True,False,False,False,False,True,0.1643528557844371
12215,5,1,1,0,0,1,306.59517,64.03908,75.25718,12.74707,43.2438792,290.9953825,0,0,0,0,2016,0,0,0,2016.0,15.1311,13.734,14.268,13.802,15.887,15.2050445,-13.8429,6.29027,0.634002937,15.7195,0.78,17.386,845.228,5106.0,13.873,13.583,12.767,8.912,1.15512,4.58,0.82,False,True,False,False,False,False,True,0.1846914308175988
12222,5,1,1,0,0,1,314.52845,70.47899,82.07475,15.38605,50.3532584,291.5480665,0,0,0,0,2016,0,0,0,2016.0,14.7317,13.612,14.05,13.676,15.322,11.8579888,-11.4987,-2.89686,3.0091324,15.2205,0.9,16.466,1015.69,5597.0,13.643,13.6,12.819,9.342,0.95603,4.5,0.93,False,True,False,False,False,False,True,0.10720996964786839
12232,5,1,1,0,0,1,298.62754,64.84905,73.56001,15.86929,43.0089,286.1705469,0,0,0,0,2016,0,0,0,2016.0,13.9852,12.656,13.22,12.761,14.693,1.5857058,-1.51063,-0.482141,7.06317341,14.5403,0.79,15.557,546.998,5181.0,12.473,12.45,12.086,8.926,1.79947,4.57,0.82,False,True,False,False,False,False,True,0.04921802267018165
12234,5,1,1,0,0,1,303.36393,63.08652,73.53491,13.14527,41.8928154,289.538818,0,0,0,0,2016,0,0,0,2016.0,15.0669,13.43,14.042,13.507,15.987,5.4957382,4.08803,-3.67303,59.4970952,15.7534,0.72,16.709,614.859,4709.0,13.426,13.4,12.622,9.355,1.59854,4.62,0.78,False,True,False,False,False,False,True,0.4517864355242902
12275,5,1,1,0,0,1,322.6663,63.61909,80.58703,7.98461,45.6231826,300.3440482,0,0,0,0,2016,0,0,0,2016.0,13.4615,12.547,12.854,12.636,14.007,9.4211548,-7.8105,-5.26823,40.5286413,13.8804,1.83,14.739,1516.27,6778.0,12.494,12.449,10.625,7.804,0.630932,4.09,1.51,False,True,False,False,False,False,True,0.5314789170422551
12284,5,1,1,0,0,1,296.67688,69.0904,76.67,18.9943,46.9042278,283.5653603,0,0,0,0,2016,0,0,0,2016.0,13.3359,11.98,12.514,12.059,14.096,11.0353324,-7.48134,8.11222,3.57554956,13.9169,0.79,15.335,389.143,5131.0,11.996,11.931,11.768,9.324,2.54086,4.57,0.83,False,True,False,False,False,False,True,-0.06550154875643228
12294,5,1,1,0,0,1,301.16712,62.32476,72.26499,13.4044,40.8771276,288.5385574,0,0,0,0,2016,0,0,0,2016.0,15.1541,13.628,14.208,13.686,16.05,6.2727858,5.96992,-1.92559,136.205626,15.8246,0.74,17.441,731.298,4857.0,13.589,13.546,12.932,9.384,1.33936,4.6,0.8,False,True,False,False,False,False,True,0.414973347970818
12306,5,1,1,0,0,1,321.90936,67.88778,82.65749,11.74736,49.2563228,296.9964872,0,0,0,0,2016,0,0,0,2016.0,14.6239,12.959,13.665,13.128,15.454,24.5618713,-22.4732,-9.91165,2.94194094,15.2923,0.72,16.728,541.714,4839.0,12.986,12.949,12.137,8.948,1.8174,4.61,0.76,False,True,False,False,False,False,True,0.09691001300805642
12319,5,1,2,0,0,1,307.59027,62.61777,74.55066,11.42713,42.0459944,292.1996573,0,0,0,0,2016,0,0,0,2016.0,12.9078,11.857,12.251,11.925,13.417,22.986731,-20.4238,-10.5479,7.69993485,13.3798,1.05,14.351,840.128,5770.0,11.814,11.766,12.121,9.264,1.16159,4.39,1.0,False,True,False,False,False,False,True,-0.036212172654444715
12335,5,1,2,0,0,1,307.59027,62.61777,74.55066,11.42713,42.0459944,292.1996573,0,0,0,0,2016,0,0,0,2016.0,12.9078,11.857,12.251,11.925,13.417,22.986731,-20.4238,-10.5479,4.77468005,13.3798,1.05,14.351,840.128,5770.0,11.814,11.766,12.121,9.264,1.16159,4.39,1.0,False,True,False,False,False,False,True,-0.09691001300805639
12352,5,1,1,0,0,1,306.26361,69.01066,78.86875,16.2847,47.8787308,288.4166786,0,0,0,0,2016,0,0,0,2016.0,14.7171,12.704,13.513,12.858,16.012,20.0459967,3.1679,19.7941,1.574090272,15.5576,0.6,18.0,401.484,4106.0,12.669,12.641,12.315,9.453,2.46234,4.68,0.62,False,True,False,False,False,False,True,-0.036212172654444715
12359,5,1,1,0,0,1,311.14663,61.59227,75.07597,9.54253,41.6446434,294.7669795,0,0,0,0,2016,0,0,0,2016.0,15.3613,14.388,14.701,14.351,15.914,3.8582587,-3.85742,0.0804436,0.675649486,15.8729,1.08,16.212,1635.82,5906.0,14.184,14.112,12.452,9.477,0.586022,4.4,1.07,False,True,False,False,False,False,True,0.21748394421390627
12367,5,1,1,0,0,1,296.84361,62.91072,71.46339,15.32601,40.9361923,285.7972604,0,0,0,0,2016,0,0,0,2016.0,14.8613,13.788,14.199,13.835,15.621,3.413898,2.77334,1.9908,25.873148,15.3498,0.99,16.276,1236.56,5761.0,13.752,13.736,13.025,9.256,0.7802,4.45,0.99,False,True,False,False,False,False,True,0.42975228000240795
12406,5,1,2,0,0,1,295.2721,63.94511,71.90739,16.50143,41.7784781,284.5656897,0,0,0,0,2016,0,0,0,2016.0,13.2588,12.349,12.681,12.421,13.718,3.4558155,2.80079,2.02441,20.2641684,13.6743,1.29,16.091,1004.1,6202.0,12.182,12.178,11.752,8.896,0.967127,4.29,1.19,False,True,False,False,False,False,True,0.2648178230095365
12417,5,1,2,0,0,1,295.2721,63.94511,71.90739,16.50143,41.7784781,284.5656897,0,0,0,0,2016,0,0,0,2016.0,13.2588,12.349,12.681,12.421,13.718,3.4558155,2.80079,2.02441,7.44142113,13.6743,1.29,16.091,1004.1,6202.0,12.182,12.178,11.752,8.896,0.967127,4.29,1.19,False,True,False,False,False,False,True,0.10380372095595687
12427,5,1,2,0,0,1,306.66867,68.60669,78.66806,15.9007,47.5519753,288.8314251,0,0,0,0,2016,0,0,0,2016.0,13.3037,12.052,12.536,12.123,14.018,6.5621062,-4.81062,4.46309,3.4462039,13.8344,0.83,14.786,515.334,5361.0,12.017,11.999,11.932,9.613,1.91179,4.55,0.87,False,True,False,False,False,False,True,-0.1366771398795441
12432,5,1,2,0,0,1,306.66867,68.60669,78.66806,15.9007,47.5519753,288.8314251,0,0,0,0,2016,0,0,0,2016.0,13.3037,12.052,12.536,12.123,14.018,6.5621062,-4.81062,4.46309,2.00541269,13.8344,0.83,14.786,515.334,5361.0,12.017,11.999,11.932,9.613,1.91179,4.55,0.87,False,True,False,False,False,False,True,-0.1938200260161128
12437,5,1,1,0,0,1,304.40825,66.03725,76.10194,14.78911,44.8394672,288.8865895,0,0,0,0,2016,0,0,0,2016.0,14.8591,13.718,14.113,13.792,15.667,17.9423775,-17.0274,-5.65655,1.311555568,15.3493,0.97,16.376,1303.22,5677.0,13.813,13.724,13.03,9.546,0.738946,4.46,0.98,False,True,False,False,False,False,True,0.10380372095595687
12452,5,1,1,0,0,1,295.93811,61.27739,69.84201,14.69768,39.2491731,285.7520229,0,0,0,0,2016,0,0,0,2016.0,13.6801,12.789,13.121,12.853,14.328,7.7509606,-6.02535,-4.87571,1.29123275,14.0717,1.33,15.089,1699.46,6299.0,12.844,12.798,12.981,9.475,0.559563,4.27,1.22,False,True,False,False,False,False,True,0.06445798922691845
