,disc_year,sy_snum glon st_rad,sy_pnum glon ra,sy_pnum dec sy_pm,sy_pnum dec sy_plx,sy_pnum elat sy_pm,sy_pnum elat sy_plx,sy_pnum elat st_teff,sy_pnum pl_ntranspec st_rad,sy_pnum st_rad pl_orbper,ttv_flag glon release_month,ttv_flag glon pl_nnotes,ttv_flag dec^2,ttv_flag pl_nnotes sy_dist,ttv_flag sy_jmag st_mass,st_nphot glat elat,st_nphot glat sy_dist,st_nphot st_rad sy_dist,st_nphot st_rad sy_w3mag,pl_nespec glat sy_dist,pl_nespec sy_dist sy_w3mag,glon sy_gaiamag st_rad,glon pl_orbper st_mass,glat^2 pl_orbper,glat elat st_teff,elat disc_year st_teff,elat sy_pm st_teff,elat st_teff^2,st_nrvc sy_dist sy_w3mag,pl_ntranspec st_rad sy_w3mag,pl_ntranspec sy_dist st_teff,disc_year st_rad pl_orbper,sy_vmag^2 st_rad,sy_vmag^2 st_mass,sy_vmag sy_bmag st_mass,sy_kmag st_teff pl_orbper,sy_gaiamag^3,st_rad sy_plx pl_orbper,st_rad st_mass soltype_Published Confirmed,st_teff^2 pl_orbper,log radius
0,0.13270856966988942,1.109438929748361,-1.2463686826767897,0.07231431859794463,-0.21219072299794237,-0.6685380231310704,-0.6332209395278101,-1.490701396348836,-0.14077903565397973,-0.10781417052411492,-0.3982758174593938,-0.336173060727149,-0.42830041638850747,-0.3446147796630969,-0.42760545093562924,-0.05999358657554574,-0.049356697169579654,-0.05937718667505451,-0.07070395586131277,-0.053417003524115006,-0.05515172403947972,0.8034345777874591,1.1513217669359261,2.0228687931171354,-2.6696474503788514,-3.9155627951754184,-0.9606219338601388,-3.06110162891001,-0.07219329933627408,-0.1469617026795201,-0.12637822930478385,0.1945292400002362,-0.8767434006943196,-1.8117541299129047,-1.8199481086696356,0.09901917850241113,-2.1854857096233857,1.5201297526570836,1.8218387248224297,0.2941474849971074,0.3720745369123069
1,0.13270856966988942,1.0380749072607103,-1.2463686826767897,0.07231431859794463,-0.21219072299794237,-0.6685380231310704,-0.6332209395278101,-1.4905213345113655,-0.14077903565397973,-0.11559823954840871,-0.3982758174593938,-0.336173060727149,-0.42830041638850747,-0.3446147796630969,-0.42760545093562924,-0.05999358657554574,-0.049356697169579654,-0.05937718667505451,-0.07070395586131277,-0.053417003524115006,-0.05515172403947972,0.7334915842601784,1.1463355122026264,2.0226830013134354,-2.6709311364292603,-3.914605989834273,-0.9593115874393745,-3.0595794838177772,-0.07219329933627408,-0.1469617026795201,-0.12637822930478385,0.17563636758425538,-0.9079194952125462,-1.8195511915237044,-1.8283211186418336,0.10560194029543542,-2.1854857096233857,1.4634675619306905,1.7531101018682729,0.3115669022900216,0.3483048630481606
2,2.0659115047639696,2.9371735235960545,1.9717157179251363,-0.6231025093057855,-0.5828593034941366,-0.6350002603653219,-0.5783068012645761,-1.4252614471898606,-0.14077903565397973,-0.3602974576723955,-0.3982758174593938,-0.336173060727149,-0.42830041638850747,-0.3446147796630969,-0.42760545093562924,-0.05999358657554574,-0.049356697169579654,-0.05937718667505451,-0.07070395586131277,-0.053417003524115006,-0.05515172403947972,2.8953748775166273,-0.42543818614767837,-0.1763213350216962,-1.8953896541140525,-3.784464920760606,-0.9613099212824519,-2.957575111437753,-0.07219329933627408,-0.1469617026795201,-0.12637822930478385,-0.43221257447099404,-0.6491149109909318,-1.1864754074467236,-1.2188708000234878,-0.48723070767645055,-1.7857421432095166,-0.36920199616773025,-0.30640870233893186,-0.4760874134019247,0.0791812460476248
3,0.13270856966988942,0.5527412296072066,-0.6277215011041897,-0.29257061335060064,-0.2881925907871716,-0.712046680590398,-0.6609289550179445,-1.5121373935106495,-0.14077903565397973,-0.28908494427614123,-0.3982758174593938,-0.336173060727149,-0.42830041638850747,-0.3446147796630969,-0.42760545093562924,-0.05999358657554574,-0.049356697169579654,-0.05937718667505451,-0.07070395586131277,-0.053417003524115006,-0.05515172403947972,0.8754363991851113,0.1704544240069728,1.190856892766406,-2.595259267132692,-4.029468533700214,-1.1017198365935614,-3.144306792281348,-0.07219329933627408,-0.1469617026795201,-0.12637822930478385,-0.2454367457271165,-0.6640834937902443,-1.2040092915744935,-1.1043856924005955,-0.24811035560621575,0.20729368305537485,0.17871936028765104,0.5247352407902763,-0.3077458614305905,0.3424226808222063
4,0.13270856966988942,0.4947483667689507,-0.6277215011041897,-0.29257061335060064,-0.2881925907871716,-0.712046680590398,-0.6609289550179445,-1.5124924339877681,-0.14077903565397973,-0.2916499951379806,-0.3982758174593938,-0.336173060727149,-0.42830041638850747,-0.3446147796630969,-0.42760545093562924,-0.05999358657554574,-0.049356697169579654,-0.05937718667505451,-0.07070395586131277,-0.053417003524115006,-0.05515172403947972,0.7994407542223576,0.22808280182888097,1.190875543681731,-2.598149849825871,-4.031355133490609,-1.103273819959371,-3.1464076924406332,-0.07219329933627408,-0.1469617026795201,-0.12637822930478385,-0.25166243289946644,-0.7035583877753887,-0.9205409358896293,-0.7944636686872804,-0.23062461561483225,0.20729368305537485,0.16072662136896557,0.5695344462795464,-0.28129097851608914,0.2966651902615311
5,0.9059897437075215,3.0665996574592103,-0.5817982281423886,0.014196654346804805,-0.24250855952416434,-0.634303641702507,-0.6136347300922794,-1.4717408712530775,-0.14077903565397973,-0.19365184892259293,-0.3982758174593938,-0.336173060727149,-0.42830041638850747,-0.3446147796630969,-0.42760545093562924,-0.05999358657554574,-0.049356697169579654,-0.05937718667505451,-0.07070395586131277,-0.053417003524115006,-0.05515172403947972,2.4000541449802997,0.6868468403699638,1.6870252781460724,-2.211795270149814,-3.814625242119193,-0.8278545114356791,-2.9730322672105065,-0.07219329933627408,-0.1469617026795201,-0.12637822930478385,-0.013380161521001318,-0.5965638839059292,-1.6215366559908226,-1.6358227353087755,-0.22142238453197122,-2.5437495001156245,0.8793017553682908,3.454177007557157,-0.08207488665494778,0.7867514221455612
6,0.9059897437075215,3.088834657888379,-0.5817982281423886,0.014196654346804805,-0.24250855952416434,-0.634303641702507,-0.6136347300922794,-1.471775985352902,-0.14077903565397973,-0.1927585371368913,-0.3982758174593938,-0.336173060727149,-0.42830041638850747,-0.3446147796630969,-0.42760545093562924,-0.05999358657554574,-0.049356697169579654,-0.05937718667505451,-0.07070395586131277,-0.053417003524115006,-0.05515172403947972,2.4202152440909357,0.6768312778330561,1.6869019303691783,-2.2121355005518524,-3.814812015115883,-0.828104853316736,-2.973343984655326,-0.07219329933627408,-0.1469617026795201,-0.12637822930478385,-0.011209835330215115,-0.5897660829295788,-1.6454097115010384,-1.6612885273395277,-0.22171701386017137,-2.5437495001156245,0.8857241987911187,3.441221415667869,-0.08291605486407352,0.7403626894942439
7,0.13270856966988942,0.5494098585723489,-1.4407831991053783,0.08285260442791662,-0.31322897944773614,-0.46246348790184755,-0.5500483229169918,-1.3924426693676926,-0.14077903565397973,-0.36427881510205684,-0.3982758174593938,-0.336173060727149,-0.42830041638850747,-0.3446147796630969,-0.42760545093562924,-0.05999358657554574,-0.049356697169579654,-0.05937718667505451,-0.07070395586131277,-0.053417003524115006,-0.05515172403947972,0.43791682106292407,-0.47136040751207,-0.32435029314484437,-3.3114785999236385,-3.697807994047479,-0.6759579132424952,-2.897583482183104,-0.07219329933627408,-0.1469617026795201,-0.12637822930478385,-0.4370788369785969,-0.5643618925831707,-1.3531136648101925,-1.4654677080007519,-0.49226941617261566,-1.6142769135020913,-0.38147823433991296,1.784614591093526,-0.48267411994832415,0.2718416065364989
8,0.13270856966988942,0.46500515792596653,-1.4407831991053783,0.08285260442791662,-0.31322897944773614,-0.46246348790184755,-0.5500483229169918,-1.3924426693676926,-0.14077903565397973,-0.36461866627920647,-0.3982758174593938,-0.336173060727149,-0.42830041638850747,-0.3446147796630969,-0.42760545093562924,-0.05999358657554574,-0.049356697169579654,-0.05937718667505451,-0.07070395586131277,-0.053417003524115006,-0.05515172403947972,0.34690016668582707,-0.47118674493405777,-0.3243392968376553,-3.3114785999236385,-3.697807994047479,-0.6759579132424952,-2.897583482183104,-0.07219329933627408,-0.1469617026795201,-0.12637822930478385,-0.43749126683438755,-0.626427516114832,-1.319207691827927,-1.4305740982541932,-0.49226858910694693,-1.6142769135020913,-0.38238418789400225,1.7119847577747886,-0.4826731733915966,0.2600713879850748
9,0.13270856966988942,0.5362802384718005,-1.4407831991053783,0.08285260442791662,-0.31322897944773614,-0.46246348790184755,-0.5500483229169918,-1.3916922854563902,-0.14077903565397973,-0.3643316556728332,-0.3982758174593938,-0.336173060727149,-0.42830041638850747,-0.3446147796630969,-0.42760545093562924,-0.05999358657554574,-0.049356697169579654,-0.05937718667505451,-0.07070395586131277,-0.053417003524115006,-0.05515172403947972,0.42375867482648677,-0.47067145966128127,-0.3243482567916612,-3.316443896655475,-3.6958143141419257,-0.6733163309034922,-2.894533768298168,-0.07219329933627408,-0.1469617026795201,-0.12637822930478385,-0.43714296219119125,-0.5740165451325401,-1.2174897728811325,-1.3258932690145193,-0.49221194908702637,-1.6142769135020913,-0.3816190933573701,1.8611703613484114,-0.4825423261896405,0.2367890994092929
